product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
VAPA0023,Parrilla 95x58 Acero Inox,423000.0,2,95,unidad,unidad,Ventas,,,,Parrilla 95x58 Acero Inox|VAPA0023,0.16,0.0,Parrilla 95x58 Acero Inox. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VAPA0024,Parrilla 80x50 Acero Inox,330000.0,1,80,unidad,unidad,Ventas,,,,Parrilla 80x50 Acero Inox|VAPA0024,0.16,0.0,Parrilla 80x50 Acero Inox. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VAPA0025,Set Palitas Acero Inox,130000.0,2,1,unidad,unidad,Ventas,,,,Set Palitas Acero Inox|VAPA0025,0.86,0.0,Set Palitas Acero Inox. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VARI0007,Destapador aguja,17600.0,1,1,unidad,unidad,Resto,,,,Destapador aguja|VARI0007,0.28,0.0,Destapador aguja. Producto de Resto en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Resto
VARI0008,Tapón vacio,11000.0,2,1,unidad,unidad,Resto,,,,Tapón vacio|VARI0008,0.11,0.0,"Tapón vacio. Producto Al Fuego envasado al vacio, ideal para parrilla.",https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Resto
VARI0009,Enfriador y pico servidor,27200.0,1,1,unidad,unidad,Resto,,,,Enfriador y pico servidor|VARI0009,0.27,0.0,Enfriador y pico servidor. Producto de Resto en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Resto
VARI0010,Destapador común,4000.0,5,1,unidad,unidad,Resto,,,,Destapador común|VARI0010,0.28,0.0,Destapador común. Producto de Resto en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Resto
VINO0171,Luca pinot noir,28700.0,5,1,unidad,unidad,Al Fuego,,,,Luca pinot noir|VINO0171,0.9,0.0,Luca pinot noir. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VINO0172,Luca malbec,33700.0,5,1,unidad,unidad,Al Fuego,,,,Luca malbec,0.9,0.0,Luca malbec. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VINO0173,Luca Beso de Dante,48400.0,6,1,unidad,unidad,Al Fuego,,,,Luca Beso de Dante|VINO0173,0.9,0.0,Luca Beso de Dante. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
