codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
2703,PULPA DE DURAZNO ( 5003-1) X 900GR,"Salsa o pulpa PULPA DE DURAZNO ( 5003-1) X 900GR, marca GHELCO, 900GR.","Insumo para preparar helados: PULPA DE DURAZNO ( 5003-1) X 900GR. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1728,PULPA DE FRUTILLA SEMI ENT. (5000-1) X 1 KG,"Salsa o pulpa PULPA DE FRUTILLA SEMI ENT. (5000-1) X 1 KG, marca GHELCO, 1 KG.","Insumo para preparar helados: PULPA DE FRUTILLA SEMI ENT. (5000-1) X 1 KG. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2766,PULPA DURAZNO CUBETEADO FACHY X 4.6 KG,"Salsa o pulpa PULPA DURAZNO CUBETEADO FACHY X 4.6 KG, 4.6 KG.","Insumo para preparar helados: PULPA DURAZNO CUBETEADO FACHY X 4.6 KG. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2824,PULPA FRAMBUESA REPOSTERA X 1 KG /BOLSA,"Salsa o pulpa PULPA FRAMBUESA REPOSTERA X 1 KG /BOLSA, marca FACHY, 1 KG.","Insumo para preparar helados: PULPA FRAMBUESA REPOSTERA X 1 KG /BOLSA. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2765,PULPA FRAMBUESA REPOSTERA X 4.6 KG,"Salsa o pulpa PULPA FRAMBUESA REPOSTERA X 4.6 KG, marca FACHY, 4.6 KG.","Insumo para preparar helados: PULPA FRAMBUESA REPOSTERA X 4.6 KG. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1688,PULPA FRUTILLA P/SEMBRAR FACHY X 4.600 GRS,"Salsa o pulpa PULPA FRUTILLA P/SEMBRAR FACHY X 4.600 GRS, 4.600 GRS.","Insumo para preparar helados: PULPA FRUTILLA P/SEMBRAR FACHY X 4.600 GRS. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2820,PULPA FRUTILLA P/SEMBRAR FACHY X1 KG BOLSA,"Salsa o pulpa PULPA FRUTILLA P/SEMBRAR FACHY X1 KG BOLSA, 1 KG.","Insumo para preparar helados: PULPA FRUTILLA P/SEMBRAR FACHY X1 KG BOLSA. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2821,PULPA FRUTILLA P/SEMBRAR FACHY X5 KG BOLSA,"Salsa o pulpa PULPA FRUTILLA P/SEMBRAR FACHY X5 KG BOLSA, 5 KG.","Insumo para preparar helados: PULPA FRUTILLA P/SEMBRAR FACHY X5 KG BOLSA. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1679,PULPA FRUTILLA S/ENTERA FACHY X 4.600 GRS,"Salsa o pulpa PULPA FRUTILLA S/ENTERA FACHY X 4.600 GRS, 4.600 GRS.","Insumo para preparar helados: PULPA FRUTILLA S/ENTERA FACHY X 4.600 GRS. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2822,PULPA FRUTILLA S/ENTERA FACHY X1 KG BOLSA,"Salsa o pulpa PULPA FRUTILLA S/ENTERA FACHY X1 KG BOLSA, 1 KG.","Insumo para preparar helados: PULPA FRUTILLA S/ENTERA FACHY X1 KG BOLSA. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2823,PULPA FRUTILLA S/ENTERA FACHY X5 KG BOLSA,"Salsa o pulpa PULPA FRUTILLA S/ENTERA FACHY X5 KG BOLSA, 5 KG.","Insumo para preparar helados: PULPA FRUTILLA S/ENTERA FACHY X5 KG BOLSA. Marca HELADOS, TRAGOS, GASTRON. Categoría: PULPAS P / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1690,QUINOTOS EN ALMIBAR FACHY X 4.600 KG,"Salsa o pulpa QUINOTOS EN ALMIBAR FACHY X 4.600 KG, 4.600 KG.","Salsa o topping para helados: QUINOTOS EN ALMIBAR FACHY X 4.600 KG. Categoría: FRUTAS PREPARADAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1694,SALSA FRUTOS DEL BOSQUE CABAÑAS MICÓ X 5 KG,"Salsa o pulpa SALSA FRUTOS DEL BOSQUE CABAÑAS MICÓ X 5 KG, 5 KG.","Salsa o topping para helados: SALSA FRUTOS DEL BOSQUE CABAÑAS MICÓ X 5 KG. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2257,SALSA JAMER P/ HELADOS X 120 GRS CARAMELO,"Salsa o pulpa SALSA JAMER P/ HELADOS X 120 GRS CARAMELO, 120 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 120 GRS CARAMELO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2255,SALSA JAMER P/ HELADOS X 120 GRS CHOCOLATE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 120 GRS CHOCOLATE, 120 GRS.","Chocolate / cobertura: SALSA JAMER P/ HELADOS X 120 GRS CHOCOLATE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2259,SALSA JAMER P/ HELADOS X 120 GRS DULCE DE LECHE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 120 GRS DULCE DE LECHE, 120 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 120 GRS DULCE DE LECHE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2256,SALSA JAMER P/ HELADOS X 120 GRS FRUTILLA,"Salsa o pulpa SALSA JAMER P/ HELADOS X 120 GRS FRUTILLA, 120 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 120 GRS FRUTILLA. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2258,SALSA JAMER P/ HELADOS X 120 GRS FRUTOS PAT.,"Salsa o pulpa SALSA JAMER P/ HELADOS X 120 GRS FRUTOS PAT., 120 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 120 GRS FRUTOS PAT.. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2851,SALSA JAMER P/ HELADOS X 500 GRS AVELLANAS CON CHOCO,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS AVELLANAS CON CHOCO, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS AVELLANAS CON CHOCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2263,SALSA JAMER P/ HELADOS X 500 GRS CARAMELO,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS CARAMELO, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS CARAMELO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2850,SALSA JAMER P/ HELADOS X 500 GRS CEREZA,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS CEREZA, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS CEREZA. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2260,SALSA JAMER P/ HELADOS X 500 GRS CHOCOLATE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS CHOCOLATE, 500 GRS.","Chocolate / cobertura: SALSA JAMER P/ HELADOS X 500 GRS CHOCOLATE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2261,SALSA JAMER P/ HELADOS X 500 GRS DULCE DE LECHE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS DULCE DE LECHE, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS DULCE DE LECHE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2262,SALSA JAMER P/ HELADOS X 500 GRS FRUTILLA,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS FRUTILLA, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS FRUTILLA. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2849,SALSA JAMER P/ HELADOS X 500 GRS FRUTOS DEL BOSQUE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS FRUTOS DEL BOSQUE, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS FRUTOS DEL BOSQUE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2264,SALSA JAMER P/ HELADOS X 500 GRS FRUTOS PATAGONICOS,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS FRUTOS PATAGONICOS, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS FRUTOS PATAGONICOS. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2878,SALSA JAMER P/ HELADOS X 500 GRS PISTACHO,"Salsa o pulpa SALSA JAMER P/ HELADOS X 500 GRS PISTACHO, 500 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 500 GRS PISTACHO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2265,SALSA JAMER P/ HELADOS X 900 GRS CARAMELO,"Salsa o pulpa SALSA JAMER P/ HELADOS X 900 GRS CARAMELO, 900 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 900 GRS CARAMELO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2266,SALSA JAMER P/ HELADOS X 900 GRS CHOCOLATE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 900 GRS CHOCOLATE, 900 GRS.","Chocolate / cobertura: SALSA JAMER P/ HELADOS X 900 GRS CHOCOLATE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2268,SALSA JAMER P/ HELADOS X 900 GRS DULCE DE LECHE,"Salsa o pulpa SALSA JAMER P/ HELADOS X 900 GRS DULCE DE LECHE, 900 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 900 GRS DULCE DE LECHE. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2267,SALSA JAMER P/ HELADOS X 900 GRS FRUTILLA,"Salsa o pulpa SALSA JAMER P/ HELADOS X 900 GRS FRUTILLA, 900 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 900 GRS FRUTILLA. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2269,SALSA JAMER P/ HELADOS X 900 GRS FRUTOS PATAGONICOS,"Salsa o pulpa SALSA JAMER P/ HELADOS X 900 GRS FRUTOS PATAGONICOS, 900 GRS.","Insumo para preparar helados: SALSA JAMER P/ HELADOS X 900 GRS FRUTOS PATAGONICOS. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2275,SIROPPI POMO X 900 GRS BANANA,"Salsa o pulpa SIROPPI POMO X 900 GRS BANANA, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS BANANA. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2366,SIROPPI POMO X 900 GRS CAFE,"Salsa o pulpa SIROPPI POMO X 900 GRS CAFE, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS CAFE. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2270,SIROPPI POMO X 900 GRS CARAMELO,"Salsa o pulpa SIROPPI POMO X 900 GRS CARAMELO, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS CARAMELO. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2271,SIROPPI POMO X 900 GRS CHOCOLATE,"Salsa o pulpa SIROPPI POMO X 900 GRS CHOCOLATE, marca GHELCO, 900 GRS.","Chocolate / cobertura: SIROPPI POMO X 900 GRS CHOCOLATE. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2276,SIROPPI POMO X 900 GRS CREMA DE CIELO,"Salsa o pulpa SIROPPI POMO X 900 GRS CREMA DE CIELO, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS CREMA DE CIELO. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2274,SIROPPI POMO X 900 GRS DULCE DE LECHE,"Salsa o pulpa SIROPPI POMO X 900 GRS DULCE DE LECHE, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS DULCE DE LECHE. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2273,SIROPPI POMO X 900 GRS FRAMBUESA,"Salsa o pulpa SIROPPI POMO X 900 GRS FRAMBUESA, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS FRAMBUESA. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2272,SIROPPI POMO X 900 GRS FRUTILLA,"Salsa o pulpa SIROPPI POMO X 900 GRS FRUTILLA, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS FRUTILLA. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2365,SIROPPI POMO X 900 GRS FRUTOS DEL BOSQUE,"Salsa o pulpa SIROPPI POMO X 900 GRS FRUTOS DEL BOSQUE, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS FRUTOS DEL BOSQUE. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2364,SIROPPI POMO X 900 GRS LIMON,"Salsa o pulpa SIROPPI POMO X 900 GRS LIMON, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS LIMON. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2363,SIROPPI POMO X 900 GRS MARACUYA,"Salsa o pulpa SIROPPI POMO X 900 GRS MARACUYA, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS MARACUYA. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2277,SIROPPI POMO X 900 GRS MENTA,"Salsa o pulpa SIROPPI POMO X 900 GRS MENTA, marca GHELCO, 900 GRS.","Salsa o topping para helados: SIROPPI POMO X 900 GRS MENTA. Marca GHELCO. Categoría: SALSAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
1736,SULTANINAS AL RHUM ( 5014-1 ) X 900 GRS,"Salsa o pulpa SULTANINAS AL RHUM ( 5014-1 ) X 900 GRS, marca GHELCO, 900 GRS.","Salsa o topping para helados: SULTANINAS AL RHUM ( 5014-1 ) X 900 GRS. Marca GHELCO. Categoría: FRUTAS PREPARADAS / SALSAS, PULPAS Y FRUTAS PREPARADAS. Venta mayorista para heladerías y pastelerías.",
2131,BANDEJA PIONERA 20X34 CM X 10 UNIDADES,"Base o accesorio de pastelería BANDEJA PIONERA 20X34 CM X 10 UNIDADES, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA PIONERA 20X34 CM X 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2407,BANDEJA RECTANGULAR 23 X 29 X 10 UNI,"Base o accesorio de pastelería BANDEJA RECTANGULAR 23 X 29 X 10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA RECTANGULAR 23 X 29 X 10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2130,BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI,"Base o accesorio de pastelería BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2240,BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES,"Base o accesorio de pastelería BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2794,BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS,"Base o accesorio de pastelería BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS, marca PARTY STORE, x60 unidades.",Vela / accesorio de torta: BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2796,BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA,"Base o accesorio de pastelería BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA, marca PARTY STORE, x4 unidades.",Vela / accesorio de torta: BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
1914,CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN.,"Base o accesorio de pastelería CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN., marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN.. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2114,CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2148,CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2115,CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2147,CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2116,CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2117,CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2133,DISCO DORADO DE 10 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 10 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 10 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2134,DISCO DORADO DE 12 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 12 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 12 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2135,DISCO DORADO DE 14 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 14 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 14 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2146,DISCO DORADO DE 16 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 16 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 16 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2123,DISCO DORADO DE 18 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 18 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 18 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2124,DISCO DORADO DE 20 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 20 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 20 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2125,DISCO DORADO DE 22 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 22 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 22 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2126,DISCO DORADO DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 24 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2127,DISCO DORADO DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 26 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2132,DISCO DORADO DE 28 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 28 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 28 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2128,DISCO DORADO DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 30 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2741,DISCO DORADO DE 8 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 8 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 8 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2724,DISCO PASTEL DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 24 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
