id,title,brand,presentation,price,priceDisplay,stock,catalogo,categoryFooter,description,images
1309,POMELO BRI X 3 KG,BRIGEL,,26917.84,"26.917,84",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / ESTABILIZADORES ESPECIFICOS - ID 1309,,
1397,ROJO HE. X 1 LT,BRIGEL,,9493.89,"9.493,89",4,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / COLORANTES Y ESENCIAS HELADOS - ID 1397,,
1346,SAMBAYON GB020 X 5 KG,BRIGEL,,199520.33,"199.520,33",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / LINEA INTEGRADA - ID 1346,,
2942,STRACCIATELLA  BLANCA X 10 KG,MAPSA,,167552.67,"167.552,67",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / CHOCOLATES PARA HELADOS - ID 2942,,
2860,STRACCIATELLA PISTACHO X 10 KG,MAPSA,,167704.01,"167.704,01",4,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA ELABORAR HELADOS - ID 2860,,
2099,STRACCIATELLA X 10 KG,MAPSA,,167704.01,"167.704,01",4,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / CHOCOLATES PARA HELADOS - ID 2099,,
1347,TIRAMISU GB020 X 6 KG,BRIGEL,,192875.1,"192.875,10",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / LINEA INTEGRADA - ID 1347,,
1350,VAINILLA CON YEMA GB020 X 6 KG,BRIGEL,,150749.48,"150.749,48",10,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / LINEA INTEGRADA - ID 1350,,
1408,VAINILLA FT 010 X 1 LT,BRIGEL,,6564.59,"6.564,59",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / CHOCOLATES PARA HELADOS - ID 1408,,
1482,VARY ABACHOC  X 1 KG,BRIGEL,,11128.87,"11.128,87",1,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1482,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1482a.jpg
1538,VARY ABACHOC X 5 KG,BRIGEL,,53974.94,"53.974,94",7,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1538,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1538a.jpg
1539,VARY ARANDANOS  X BALDE,BRIGEL,,50772.59,"50.772,59",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1539,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1539a.jpg
1487,VARY ARANDANOS X 1 KG,BRIGEL,,10530.42,"10.530,42",2,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1487,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1487a.jpg
1490,VARY BANANITA HELADA  X 1 KG,BRIGEL,,11835.37,"11.835,37",2,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1490,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1490a.jpg
1540,VARY BANANITA HELADA X 5 KG,BRIGEL,,57401.55,"57.401,55",3,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1540,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1540a.jpg
2155,VARY BLACK CRACK X 4.5 KG,BRIGEL,,81974.85,"81.974,85",10,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 2155,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/2155a.jpg
1500,VARY BLACK CRACK X 900 GRS,BRIGEL,,17001.88,"17.001,88",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1500,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1500a.jpg
2846,"VARY CRISTAL MINT X 4,5 KILOS",BRIGEL,,31126.26,"31.126,26",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 2846,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/2846a.jpg
1479,VARY CRISTAL MINT X 900 GRS,BRIGEL,,6952.67,"6.952,67",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1479,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1479a.jpg
1483,VARY FRAMBUESA  X 1 KG,BRIGEL,,16639.23,"16.639,23",8,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1483,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1483a.jpg
1502,VARY LIMONITA  X 900 GRS,BRIGEL,,13019.32,"13.019,32",0,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1502,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1502a.jpg
1498,VARY MARACUYA  X 1 KG,BRIGEL,,18546.18,"18.546,18",-1,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1498,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1498a.jpg
2162,VARY MARACUYA  X 5 KG,BRIGEL,,89948.97,"89.948,97",6,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 2162,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/2162a.jpg
1491,VARY PISTACHO X 1 KG,BRIGEL,,13340.99,"13.340,99",1,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1491,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1491a.jpg
1866,VARY PISTACHO X 5 KG,BRIGEL,,64703.79,"64.703,79",8,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1866,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1866a.jpg
1544,VARY QUINDITO X 4 KG,BRIGEL,,50595.18,"50.595,18",11,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1544,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1544a.jpg
1499,VARY QUINDITO X 800 GRS,BRIGEL,,12221.4,"12.221,40",31,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1499,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1499a.jpg
2210,VARY ROMANOF X 4.5 KG,BRIGEL,,82916.9,"82.916,90",6,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 2210,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/2210a.jpg
1493,VARY ROMANOF X 900 GRS,BRIGEL,,17096.27,"17.096,27",12,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / PASTAS PARA VETEAR/SEMBRAR - ID 1493,PASTA VARY PARA SEMBRAR EN HELADOS Y REPOSTERIA.,https://curlomayorista.com.ar/imagenesproductos/1493a.jpg
1398,VERDE HE. X 1 LT,BRIGEL,,10181.22,"10.181,22",2,E) INSUMOS P/FABRICAR HELADOS,INSUMOS P/FABRICAR HELADOS / COLORANTES Y ESENCIAS HELADOS - ID 1398,,
1800,CARAMELO LIQUIDO GHELCO ( 7815-1 ) X 1 KG,GHELCO,,12508.18,"12.508,18",5,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 1800",,https://curlomayorista.com.ar/imagenesproductos/1800a.jpg
2058,CEREZAS ENTERAS CARLETI X 3.100 KG,CARLETI,,30682.58,"30.682,58",47,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 2058",,https://curlomayorista.com.ar/imagenesproductos/2058a.jpg
2565,CEREZAS ENTERAS X 3.100,SAN SIMON,,35390.5,"35.390,50",30,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 2565",,https://curlomayorista.com.ar/imagenesproductos/2565a.jpg
1658,CEREZAS TRITURADAS CARLETI X 10 KG,CARLETI,,101290.61,"101.290,61",37,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1658",,https://curlomayorista.com.ar/imagenesproductos/1658a.jpg
1729,FRAGOLA DOLCE ( 5101-1 ) X 950 GRS,GHELCO,,13763.67,"13.763,67",24,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 1729",,https://curlomayorista.com.ar/imagenesproductos/1729a.jpg
1737,HIGOS AL COGNAC (5015) X 970 GRS,GHELCO,,29918.48,"29.918,48",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1737",,https://curlomayorista.com.ar/imagenesproductos/1737a.jpg
1689,HIGOS ENTEROS EN ALMIBAR FACHY X 4.600 KG,FACHY,,42838.91,"42.838,91",5,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1689",,https://curlomayorista.com.ar/imagenesproductos/1689a.jpg
1735,KINOTOS AL WHISKY ( 5013-1 ) X 820 GRS,GHELCO,,13698.91,"13.698,91",-46,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1735",,https://curlomayorista.com.ar/imagenesproductos/1735a.jpg | https://curlomayorista.com.ar/imagenesproductos/1735b.jpg
1457,PASAS UVAS AL RON X 900 GRS,BRIGEL,,11243.48,"11.243,48",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1457",,
1731,PULPA DE ANANA CON TROCITOS (5011-1) X 900 GRS,GHELCO,,18216.38,"18.216,38",51,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 1731",,https://curlomayorista.com.ar/imagenesproductos/1731a.jpg
2703,PULPA DE DURAZNO ( 5003-1) X 900GR,GHELCO,,14754.62,"14.754,62",7,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2703",,
1728,PULPA DE FRUTILLA SEMI ENT. (5000-1) X 1 KG,GHELCO,,13236.05,"13.236,05",71,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 1728",,https://curlomayorista.com.ar/imagenesproductos/1728a.jpg
2766,PULPA DURAZNO CUBETEADO  FACHY X 4.6 KG,FACHY,,29887.5,"29.887,50",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2766","LLAMADAS SE (SEMIENTERA EN EL CASO DE LAS FRUTILLAS) O CUBETEADAS ( DURAZNO, ANANá, ETC.) QUE SON LLAMADAS ASí POR LA FORMA EN QUE SE PRESENTA LA FRUTA QUE CONTIENE. ESPECIAL PARA MAQUINAS DISCONTINUAS. SE AGREGAN A LA MEZCLA BASE",
2824,PULPA FRAMBUESA REPOSTERA X 1 KG /BOLSA,FACHY,,11280.75,"11.280,75",60,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2824",,
2765,PULPA FRAMBUESA REPOSTERA X 4.6 KG,FACHY,,41544.24,"41.544,24",14,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2765",,
1688,PULPA FRUTILLA P/SEMBRAR FACHY X 4.600 GRS,FACHY,,34941.51,"34.941,51",110,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 1688","PULPAS CON FRUTAS O TROZOS DE FRUTA MACERADOS QUE POSEEN EL AZúCAR SUFICIENTE (GRADOS BRIX) PARA QUE NO SE CONGELEN, LAS MISMAS SON «SEMBRADAS» EN EL HELADO.",
2820,PULPA FRUTILLA P/SEMBRAR FACHY X1 KG BOLSA,FACHY,,7368.73,"7.368,73",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2820","PULPAS CON FRUTAS O TROZOS DE FRUTA MACERADOS QUE POSEEN EL AZúCAR SUFICIENTE (GRADOS BRIX) PARA QUE NO SE CONGELEN, LAS MISMAS SON «SEMBRADAS» EN EL HELADO.",
2821,PULPA FRUTILLA P/SEMBRAR FACHY X5 KG BOLSA,FACHY,,34354.52,"34.354,52",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2821","PULPAS CON FRUTAS O TROZOS DE FRUTA MACERADOS QUE POSEEN EL AZúCAR SUFICIENTE (GRADOS BRIX) PARA QUE NO SE CONGELEN, LAS MISMAS SON «SEMBRADAS» EN EL HELADO.",
1679,PULPA FRUTILLA S/ENTERA FACHY X 4.600 GRS,FACHY,,31355.79,"31.355,79",143,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 1679","LLAMADAS SE (SEMIENTERA EN EL CASO DE LAS FRUTILLAS) O CUBETEADAS ( DURAZNO, ANANá, ETC.) QUE SON LLAMADAS ASí POR LA FORMA EN QUE SE PRESENTA LA FRUTA QUE CONTIENE.
ESPECIALES PARA MAQUINAS DISCONTINUAS.SE AGREGA A LA MEZCLA BASE.",
2822,PULPA FRUTILLA S/ENTERA FACHY X1 KG BOLSA,FACHY,,6553.37,"6.553,37",1,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2822","LLAMADAS SE (SEMIENTERA EN EL CASO DE LAS FRUTILLAS) O CUBETEADAS ( DURAZNO, ANANá, ETC.) QUE SON LLAMADAS ASí POR LA FORMA EN QUE SE PRESENTA LA FRUTA QUE CONTIENE.
ESPECIALES PARA MAQUINAS DISCONTINUAS.SE AGREGA A LA MEZCLA BASE.",
2823,PULPA FRUTILLA S/ENTERA FACHY X5 KG BOLSA,FACHY,,30455.49,"30.455,49",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / PULPAS P/HELADOS, TRAGOS, GASTRON - ID 2823","LLAMADAS SE (SEMIENTERA EN EL CASO DE LAS FRUTILLAS) O CUBETEADAS ( DURAZNO, ANANá, ETC.) QUE SON LLAMADAS ASí POR LA FORMA EN QUE SE PRESENTA LA FRUTA QUE CONTIENE.
ESPECIALES PARA MAQUINAS DISCONTINUAS.SE AGREGA A LA MEZCLA BASE.",
1690,QUINOTOS EN ALMIBAR FACHY X 4.600 KG,FACHY,,38332.22,"38.332,22",1,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / FRUTAS PREPARADAS - ID 1690",,
1694,SALSA FRUTOS DEL BOSQUE CABAÑAS MICÓ X 5 KG,CABAÑAS MICÓ,,54099.51,"54.099,51",102,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 1694",,
2257,SALSA JAMER P/ HELADOS X 120 GRS CARAMELO,JAMER,,2465.34,"2.465,34",90,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2257",,https://curlomayorista.com.ar/imagenesproductos/2257a.jpg
2255,SALSA JAMER P/ HELADOS X 120 GRS CHOCOLATE,JAMER,,2652.04,"2.652,04",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2255",,https://curlomayorista.com.ar/imagenesproductos/2255a.jpg
2259,SALSA JAMER P/ HELADOS X 120 GRS DULCE DE LECHE,JAMER,,2561.58,"2.561,58",40,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2259",,https://curlomayorista.com.ar/imagenesproductos/2259a.jpg
2256,SALSA JAMER P/ HELADOS X 120 GRS FRUTILLA,JAMER,,2476.03,"2.476,03",20,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2256",,https://curlomayorista.com.ar/imagenesproductos/2256a.jpg
2258,SALSA JAMER P/ HELADOS X 120 GRS FRUTOS PAT.,JAMER,,2479.78,"2.479,78",40,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2258",,https://curlomayorista.com.ar/imagenesproductos/2258a.jpg
2851,SALSA JAMER P/ HELADOS X 500 GRS AVELLANAS CON CHOCO,JAMER,,7130.25,"7.130,25",56,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2851",,https://curlomayorista.com.ar/imagenesproductos/2851a.jpg
2263,SALSA JAMER P/ HELADOS X 500 GRS CARAMELO,JAMER,,4602.14,"4.602,14",15,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2263",,https://curlomayorista.com.ar/imagenesproductos/2263a.jpg
2850,SALSA JAMER P/ HELADOS X 500 GRS CEREZA,JAMER,,4490.33,"4.490,33",5,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2850",,https://curlomayorista.com.ar/imagenesproductos/2850a.jpg
2260,SALSA JAMER P/ HELADOS X 500 GRS CHOCOLATE,JAMER,,5430.82,"5.430,82",50,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2260",,https://curlomayorista.com.ar/imagenesproductos/2260a.jpg
2261,SALSA JAMER P/ HELADOS X 500 GRS DULCE DE LECHE,JAMER,,4983.08,"4.983,08",63,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2261",,https://curlomayorista.com.ar/imagenesproductos/2261a.jpg
2262,SALSA JAMER P/ HELADOS X 500 GRS FRUTILLA,JAMER,,4260.13,"4.260,13",21,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2262",,https://curlomayorista.com.ar/imagenesproductos/2262a.jpg
2849,SALSA JAMER P/ HELADOS X 500 GRS FRUTOS DEL BOSQUE,JAMER,,5052.56,"5.052,56",62,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2849",,https://curlomayorista.com.ar/imagenesproductos/2849a.jpg
2264,SALSA JAMER P/ HELADOS X 500 GRS FRUTOS PATAGONICOS,JAMER,,4516.23,"4.516,23",26,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2264",,https://curlomayorista.com.ar/imagenesproductos/2264a.jpg
2878,SALSA JAMER P/ HELADOS X 500 GRS PISTACHO,JAMER,,4408.95,"4.408,95",75,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2878",,https://curlomayorista.com.ar/imagenesproductos/2878a.jpg
2265,SALSA JAMER P/ HELADOS X 900 GRS CARAMELO,JAMER,,7215.99,"7.215,99",85,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2265",,https://curlomayorista.com.ar/imagenesproductos/2265a.jpg
2266,SALSA JAMER P/ HELADOS X 900 GRS CHOCOLATE,JAMER,,8487.77,"8.487,77",187,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2266",,https://curlomayorista.com.ar/imagenesproductos/2266a.jpg
2268,SALSA JAMER P/ HELADOS X 900 GRS DULCE DE LECHE,JAMER,,7828.92,"7.828,92",48,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2268",,https://curlomayorista.com.ar/imagenesproductos/2268a.jpg
2267,SALSA JAMER P/ HELADOS X 900 GRS FRUTILLA,JAMER,,6644.29,"6.644,29",102,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2267",,https://curlomayorista.com.ar/imagenesproductos/2267a.jpg
2269,SALSA JAMER P/ HELADOS X 900 GRS FRUTOS PATAGONICOS,JAMER,,7306.82,"7.306,82",74,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2269",,https://curlomayorista.com.ar/imagenesproductos/2269a.jpg
2275,SIROPPI POMO X 900 GRS BANANA,GHELCO,,9773.29,"9.773,29",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2275",,https://curlomayorista.com.ar/imagenesproductos/2275a.jpg
2366,SIROPPI POMO X 900 GRS CAFE,GHELCO,,9773.29,"9.773,29",16,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2366",,https://curlomayorista.com.ar/imagenesproductos/2366a.jpg
2270,SIROPPI POMO X 900 GRS CARAMELO,GHELCO,,9773.29,"9.773,29",41,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2270",,https://curlomayorista.com.ar/imagenesproductos/2270a.jpg
2271,SIROPPI POMO X 900 GRS CHOCOLATE,GHELCO,,10614.01,"10.614,01",160,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2271",,https://curlomayorista.com.ar/imagenesproductos/2271a.jpg
2276,SIROPPI POMO X 900 GRS CREMA DE CIELO,GHELCO,,9773.29,"9.773,29",15,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2276",,https://curlomayorista.com.ar/imagenesproductos/2276a.jpg
2274,SIROPPI POMO X 900 GRS DULCE DE LECHE,GHELCO,,10614.01,"10.614,01",-24,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2274",,https://curlomayorista.com.ar/imagenesproductos/2274a.jpg
2273,SIROPPI POMO X 900 GRS FRAMBUESA,GHELCO,,9773.29,"9.773,29",27,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2273",,https://curlomayorista.com.ar/imagenesproductos/2273a.jpg
2272,SIROPPI POMO X 900 GRS FRUTILLA,GHELCO,,9773.29,"9.773,29",51,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2272",,https://curlomayorista.com.ar/imagenesproductos/2272a.jpg
2365,SIROPPI POMO X 900 GRS FRUTOS DEL BOSQUE,GHELCO,,9773.29,"9.773,29",7,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2365",,https://curlomayorista.com.ar/imagenesproductos/2365a.jpg
2364,SIROPPI POMO X 900 GRS LIMON,GHELCO,,9773.29,"9.773,29",5,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2364",,https://curlomayorista.com.ar/imagenesproductos/2364a.jpg
2363,SIROPPI POMO X 900 GRS MARACUYA,GHELCO,,9773.29,"9.773,29",0,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2363",,https://curlomayorista.com.ar/imagenesproductos/2363a.jpg
2277,SIROPPI POMO X 900 GRS MENTA,GHELCO,,9773.29,"9.773,29",33,"F) SALSAS, PULPAS Y FRUTAS PREPARADAS","SALSAS, PULPAS Y FRUTAS PREPARADAS / SALSAS - ID 2277",,https://curlomayorista.com.ar/imagenesproductos/2277a.jpg
