codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
25,Zona 25 (V2 - Viernes),sales,"Ruta ERP zona 25: vendedor 2, visita Viernes.",#3498DB,viernes,2,2,35,34,"MULTIPOLYGON (((-64.20701650840984 -31.39258072772542, -64.20769440275521 -31.392620491901855, -64.20836387379876 -31.3925067797431, -64.21048337379875 -31.391893479743104, -64.21066270556737 -31.391835423513065, -64.21427650556737 -31.390538723513064, -64.21434789886088 -31.39051207799515, -64.21629419886088 -31.38975737799515, -64.21686839901312 -31.38945997714596, -64.21736552895243 -31.38904643766373, -64.21776249129935 -31.3885359731938, -64.21804084260631 -31.38795230065732, -64.21818765026708 -31.387322538328604, -64.2197804502671 -31.374227738328607, -64.2197944889726 -31.373647776367566, -64.21969663918867 -31.373075956132446, -64.21949055998583 -31.372533660711422, -64.2191839576492 -31.372041169118933, -64.08331155764918 -31.19466766911893, -64.08289764774452 -31.19422741121757, -64.0824039063418 -31.19387903232021, -64.08185036554073 -31.193636666872074, -64.08125948362509 -31.193510148135672, -64.08065523388412 -31.19350460923521, -64.08006213196708 -31.193620274895213, -64.07950424123324 -31.193852452323025, -64.07900419645203 -31.19419172160497, -64.07858228546414 -31.194624317891577, -64.07825562606227 -31.19513268986569, -64.07803747148725 -31.19569621183535, -64.0779366727169 -31.196292020560353, -64.07795731936372 -31.196895942860706, -64.07809857375098 -31.197483476372067, -64.07835470489894 -31.198030783656808, -64.18970910489895 -31.38439255032381, -64.18971739211342 -31.384406335670374, -64.19209642211342 -31.388339809003373, -64.19253106888935 -31.388897461811517, -64.19308415516933 -31.389337904817097, -64.19443672516933 -31.390175364817097, -64.19495019663493 -31.390428993705555, -64.19550250840983 -31.39058042772542, -64.20701650840984 -31.39258072772542)))",false
26,Zona 26 (V2 - Sábado),sales,"Ruta ERP zona 26: vendedor 2, visita Sábado.",#3498DB,sabado,2,2,31,30,"MULTIPOLYGON (((-64.22836658050947 -31.376740619781355, -64.22898948051653 -31.376773812257557, -64.22960577953144 -31.376677470763394, -64.23018883247167 -31.37645576052873, -64.2307134316161 -31.37611826697778, -64.23115689643602 -31.37567958131269, -64.23374676310303 -31.372520214645686, -64.2340709492988 -31.37203529111756, -64.2407325826318 -31.35960355778456, -64.24097407169315 -31.35900655227608, -64.24108258037279 -31.3583717622239, -64.24105310843952 -31.35772843963837, -64.2408870140011 -31.357106229720873, -64.09501571400111 -30.979224629720875, -64.09475920331917 -30.978712140218335, -64.0944099182545 -30.978257780048683, -64.09398060550839 -30.977878130491604, -64.09348693228759 -30.977587046360778, -64.09294691455011 -30.977395150390564, -64.09238025953651 -30.97730944557323, -64.0918076465798 -30.97733305959391, -64.09124997244037 -30.977465130689822, -64.09072758870602 -30.977700839099185, -64.09025955908739 -30.978031582952116, -64.08986296371283 -30.9784452921846, -64.08955227581144 -30.97892686901969, -64.08933883353154 -30.979458738941112, -64.08923042616975 -30.98002149205223, -64.08923100991086 -30.980594591414828, -64.089340563452 -30.98115712251778, -64.203950563452 -31.368036222517777, -64.20396299955013 -31.36807712935175, -64.20494289955012 -31.37121972935175, -64.20519870152184 -31.3718090294838, -64.20557410657729 -31.372330355043037, -64.20605189992139 -31.372759799817945, -64.2066101715815 -31.3730776709363, -64.20722332112396 -31.3732693919131, -64.21008917112397 -31.373837731913103, -64.21020253050948 -31.373857959781354, -64.22836658050947 -31.376740619781355)))",false
31,Zona 31 (V3 - Lunes),sales,"Ruta ERP zona 31: vendedor 3, visita Lunes.",#F1C40F,lunes,3,3,33,26,"MULTIPOLYGON (((-64.13728341682065 -31.137931227405478, -64.13765914161847 -31.13837843212503, -64.1381144008829 -31.138744355869868, -64.13863193719283 -31.13901512764239, -64.1391921324037 -31.139180483351634, -64.1397737513087 -31.13923415489207, -64.14035474659724 -31.13917410774744, -64.1409130945981 -31.139002618112748, -64.14142763012624 -31.138726186610988, -64.14187884878717 -31.13835529187535, -64.14224964632608 -31.137903993337773, -64.14252596699546 -31.137389398280902, -64.14269733636344 -31.13683101335578, -64.14275725836593 -31.136250005147144, -64.30679695836594 -4.697648514356579e-5, -64.3067424901034 0.0005381159802968, -64.3065750132089 0.0011013667899238, -64.30630095321233 0.00162116588863, -64.30593082488176 0.0020775703185431, -64.30547882880683 0.0024530693638094, -64.30496230656954 0.0027332563783623, -64.30440107540551 0.0029073815208851, -64.30381666788278 0.0029687641903718, -64.30323150576898 0.002915049338507, -64.30266803978289 0.0027482978250163, -64.3021478882352 0.0024749073493512, -64.3016910076061 0.0021053669922976, -64.30131492688162 0.0016538547849281, -64.30103407502489 0.0011376937448329, -64.30085922738502 0.0005766872497084, -64.30079709228283 -7.64075220039026e-6, -64.05747839228283 -31.0206397694142, -64.05753526658543 -31.021245154209183, -64.0577130424784 -31.021826636081798, -64.05800441682065 -31.022360327405476, -64.13728341682065 -31.137931227405478)))",false
32,Zona 32 (V3 - Martes),sales,"Ruta ERP zona 32: vendedor 3, visita Martes.",#F1C40F,martes,3,3,42,42,"MULTIPOLYGON (((-64.2561876813426 -31.268803266678376, -64.2566144433019 -31.269191326058586, -64.2571075841698 -31.269490538252317, -64.25764887330361 -31.269689841855104, -64.25821830009494 -31.269781868926053, -64.25879481373042 -31.26976321736901, -64.25935710140719 -31.26963457670272, -64.25988437623373 -31.2694007025704, -64.26035714568856 -31.269070240931086, -64.26075793222809 -31.26865540843211, -64.26107191940396 -31.26817154077887, -64.26128749960388 -31.267636525797883, -64.26139670316671 -31.26707014215199, -64.26139549300842 -31.26649332815425, -64.26128391386663 -31.265927407711438, -64.26106609064685 -31.26539330201273, -64.11132775731384 -30.980228635345732, -64.1110238704556 -30.979761308269563, -64.11063876936588 -30.979358271088365, -64.11018575037944 -30.979033439414, -64.1096804548234 -30.978798028667043, -64.09667058815641 -30.974152795334042, -64.09665722658032 -30.97414806008452, -64.09154742658032 -30.97235076008452, -64.0909428824123 -30.972206373846983, -64.09032155978889 -30.972189663542213, -64.08971012871005 -30.97230134645268, -64.08913483458561 -30.972536628638643, -64.08862037166249 -30.972885410715875, -64.08102357166248 -30.979278310715873, -64.08059866904897 -30.979717154315995, -64.08027146452629 -30.98023296739909, -64.08005552348267 -30.98080436516075, -64.07995979849636 -30.981407658342665, -64.07998825817567 -30.98201783535223, -64.08013972262681 -30.98260959920411, -64.13693452262682 -31.136972565871112, -64.13718394517326 -31.13749081036246, -64.1375276813426 -31.137951933345377, -64.2561876813426 -31.268803266678376)))",false
33,Zona 33 (V3 - Miércoles),sales,"Ruta ERP zona 33: vendedor 3, visita Miércoles.",#F1C40F,miercoles,3,3,36,33,"MULTIPOLYGON (((-64.09131032492411 -30.98125703946351, -64.09150651242786 -30.981829681576034, -64.09181366014084 -30.982351283731006, -64.09221926344742 -30.982800610431035, -64.09270680940207 -30.983159368661262, -64.09325644900544 -30.983412952635664, -64.09384580529787 -30.983551038428665, -64.09445088437158 -30.9835680042834, -64.09504705221197 -30.98346315948499, -64.09561003759909 -30.983240772481, -64.096116920239 -30.982909897104122, -64.09654706389604 -30.982484003972026, -64.09688295653653 -30.981980432070777, -64.50448305653653 -30.212608832070778, -64.50470246724352 -30.212076748489622, -64.50481623121512 -30.211512557250376, -64.50482016125466 -30.21093702397552, -64.50471411271307 -30.210371331742493, -64.50450198881298 -30.20983630141935, -64.5041915969865 -30.209351625331912, -64.50379436151508 -30.208935142468015, -64.50332490304727 -30.208602181895753, -64.50280050047122 -30.208364998561784, -64.5022404549479 -30.208232322235787, -64.50166537951256 -30.20820903620255, -64.5010964403914 -30.208295997527806, -63.94786612476939 -30.348231649952805, -63.94730762888599 -30.3484335488572, -63.946799846760285 -30.34874150686115, -63.94636267672741 -30.349143456088957, -63.94601325006353 -30.34962364545363, -63.94576525966665 -30.350163257890877, -63.945628423476364 -30.350741147738862, -63.94560810365931 -30.351334669368132, -63.94602991928131 -30.357823216943135, -63.94610192492409 -30.358309639463513, -64.09131032492411 -30.98125703946351)))",false
34,Zona 34 (V3 - Jueves),sales,"Ruta ERP zona 34: vendedor 3, visita Jueves.",#F1C40F,jueves,3,3,26,26,"MULTIPOLYGON (((-64.0670205322615 -31.26022477339428, -64.067215138285 -31.26077297822045, -64.06751188578647 -31.261273319060468, -64.06789961705869 -31.26170698309675, -64.06836375340427 -31.262057664559812, -64.06888684329476 -31.262312177825248, -64.06944921854821 -31.26246095319326, -64.07002973385285 -31.262498396709418, -64.07269586718584 -31.26241119670942, -64.0732431892685 -31.262342556421977, -64.07376869196254 -31.26217486661977, -64.07425460901737 -31.261913796577353, -64.07468451249783 -31.261568172578322, -64.07504386818162 -31.261149679515356, -64.0753205269338 -31.260672465846163, -64.07550513544602 -31.260152665260907, -64.0755914524542 -31.259607851232715, -64.09295195245421 -30.993158351232715, -64.09294790153152 -30.992713735012806, -64.09272460153151 -30.99003876834581, -64.09252520782378 -30.989186180757294, -64.09207687449077 -30.988051180757292, -64.09190957003067 -30.987697181574145, -64.08978790336367 -30.983875514908146, -64.08948159323758 -30.983425519828067, -64.08385869323757 -30.976591853161064, -64.08343653148123 -30.976171816567227, -64.08293971832865 -30.975843444856967, -64.08238783104925 -30.975619677746963, -64.0818026171469 -30.975509332936547, -64.08120713738435 -30.975516758640072, -64.08062485705773 -30.975641662242506, -64.08007872133015 -30.97587912183012, -64.07959025106159 -30.976219780141935, -64.0791786947643 -30.97665021329915, -64.0788602701017 -30.977153459782432, -64.07864752482017 -30.977709688812478, -64.07854884229616 -30.978296981795694, -64.06122007562917 -31.236330648462694, -64.0612250672695 -31.23679674388931, -64.06130219892749 -31.23725644006128, -64.0670205322615 -31.26022477339428)))",false
35,Zona 35 (V3 - Viernes),sales,"Ruta ERP zona 35: vendedor 3, visita Viernes.",#F1C40F,viernes,3,3,36,35,"MULTIPOLYGON (((-64.08646804559216 -31.262301386099836, -64.08653218128183 -31.262881176950017, -64.086707306458 -31.26343759584735, -64.08698680001105 -31.26394960577933, -64.08736009488547 -31.264397848741766, -64.08781307759773 -31.264765377623675, -64.08832862183701 -31.265038296941405, -64.08888723597448 -31.265206288197287, -64.0894678000003 -31.265263, -64113810 -31.258613, -64113810.00058527 -31.25855535584121, -64113810.00114805 -31.258384638597533, -64113810.00166671 -31.258107408836906, -64113810.00212132 -31.25773432034356, -64113810.00249441 -31.25727971069906, -64113810.00277164 -31.256761050297097, -64113810.00294235 -31.25619827096605, -64113810.003 -31.255613, -64113810.00294235 -31.25502772903395, -64113810.00277164 -31.254464949702903, -64113810.00249441 -31.25394628930094, -64113810.00212132 -31.25349167965644, -64113810.00166671 -31.253118591163094, -64113810.00114805 -31.252841361402467, -64113810.00058527 -31.25267064415879, -64113810 -31.252613, -64.0906883333476 -30.940793333333, -64.09008965836391 -30.94085367548193, -64.08951506693747 -30.941032274484463, -64.08898767379036 -30.94132194564185, -64.08852869494747 -30.941711036033446, -64.08815659425618 -30.942183893291592, -64.08788634062076 -30.942721495266646, -64.08772880583179 -30.94330221525193, -64.08281213916578 -30.97293054858593, -64.08277191225916 -30.973460052766836, -64.08646804559216 -31.262301386099836)))",false
36,Zona 36 (V3 - Sábado),sales,"Ruta ERP zona 36: vendedor 3, visita Sábado.",#F1C40F,sabado,3,3,22,22,"MULTIPOLYGON (((-64.03142900808977 -31.04318556829558, -64.03108047401717 -31.043680459665037, -64.03083837830461 -31.044235241724305, -64.0307125767618 -31.044827329082008, -64.03070819081802 -31.04543261763371, -64.03082539902672 -31.046026465849284, -64.0310594297966 -31.046584697939082, -64.03140075564484 -31.047084588059665, -64.03183548106463 -31.04750578549164, -64.0323459082167 -31.04783114312528, -64.03291125741501 -31.048047415525975, -64.03350851307589 -31.048145798160967, -64.0341133606913 -31.048122285835287, -64.03470117668179 -31.04797783574477, -64.03524803083192 -31.04771832850825, -64.06737133083193 -31.02828172850825, -64.06784770355742 -31.027924416484314, -64.06824411713873 -31.02748005274976, -64.07742415047173 -31.01486338608276, -64.07744952139748 -31.01482797984964, -64.08259948806449 -31.007529646516637, -64.0828778272966 -31.00704486173414, -64.08306139460736 -31.00651685410551, -64.0831438163559 -31.005963956584406, -64.08312223077655 -31.00540536632649, -64.08299738734227 -31.00486047814494, -64.0827736207421 -31.00434821110313, -64.08245870037653 -31.00388635162578, -64.08206356059601 -31.003490935936497, -64.08160192104948 -31.00317569326402, -64.08108981032431 -31.002951569149655, -64.08069651032432 -31.002821569149653, -64.08020753398515 -31.002704327564903, -64.07970584428445 -31.002670402741092, -64.07920553555049 -31.002720747752612, -64.07311073555049 -31.003856247752612, -64.07249568675387 -31.004040738003084, -64.07193398840747 -31.004351891730984, -64.06726545507446 -31.007636391730987, -64.06716167985131 -31.007712785610344, -64.05247831318431 -31.019016085610343, -64.05204230808978 -31.01942726829558, -64.03142900808977 -31.04318556829558)))",false
41,Zona 41 (V4 - Lunes),sales,"Ruta ERP zona 41: vendedor 4, visita Lunes.",#9B59B6,lunes,4,4,36,35,"MULTIPOLYGON (((-64.15798505551172 -31.387285073733906, -64.15861914836455 -31.387453492489062, -64.15927468909567 -31.387480043815913, -64.15992032547732 -31.387363457857063, -64.16052517897226 -31.38710931051247, -64.17632091230526 -31.378328777179473, -64.17683390538417 -31.377968711271144, -64.17726089189185 -31.377509917330897, -64.17758323579545 -31.37697241964238, -64.17778686823925 -31.376379677552443, -64.17786290158662 -31.37575756157657, -64.17780801732533 -31.375133224267728, -64.17762461090553 -31.374533915130034, -64.17596127757253 -31.370617548463034, -64.17565702937037 -31.37006896137175, -64.17524535035312 -31.369595637854484, -64.16929245035313 -31.364047737854484, -64.16884692847505 -31.363704576355534, -64.16834519048048 -31.363450591035072, -64.16780486686044 -31.363294706642577, -64.16724494396003 -31.36324240077475, -64.16668509682037 -31.363295511399105, -64.15661329682038 -31.365216311399106, -64.15605800235245 -31.365379022209922, -64.15554427467838 -31.365645312710978, -64.15509122599478 -31.366005276104048, -64.15471571105944 -31.36644552068085, -64.15443170014424 -31.36694966803442, -64.14854300014424 -31.380263068034417, -64.14835515068899 -31.38083894418615, -64.14828681341251 -31.381440816910747, -64.14834077435542 -31.382044148475156, -64.14851483358545 -31.38262434167092, -64.14880189488653 -31.38315774261711, -64.14919025506411 -31.38362260510478, -64.14966408107247 -31.383999977167566, -64.15020405551172 -31.384274473733907, -64.15798505551172 -31.387285073733906)))",false
42,Zona 42 (V4 - Martes),sales,"Ruta ERP zona 42: vendedor 4, visita Martes.",#9B59B6,martes,4,4,45,45,"MULTIPOLYGON (((-64.15167014539654 -31.4195511979393, -64.15239951832392 -31.419529674824815, -64.1531021198594 -31.419332699714747, -64.15588011985939 -31.418173699714746, -64.15637062573245 -31.4179133691811, -64.1568047473485 -31.417567094115984, -64.15716761035048 -31.417146738980357, -64.15875261035049 -31.41492393898036, -64.15907168997003 -31.41435398006019, -64.16004002330303 -31.41207178006019, -64.16021503128395 -31.411513029481192, -64.160278173913 -31.410930927246767, -64.16022704594705 -31.410347646924777, -64.16006359496399 -31.409785406959053, -64.15979404717503 -31.40926562431949, -64.15942867025453 -31.40880809868208, -64.15898138222146 -31.408430258215216, -64.15846922127112 -31.408146495702052, -64.15791169675242 -31.40796762028739, -64.14886496341943 -31.40601362028739, -64.14829214988126 -31.405946611110263, -64.14771709865106 -31.40599044787528, -64.13740629865106 -31.40778534787528, -64.13689192937836 -31.407922846550555, -64.13640996743071 -31.408149108158906, -64.13597559362596 -31.40845700592138, -64.13528979362596 -31.409041105921382, -64.13483746468098 -31.409521718437386, -64.13450117374556 -31.410089607750326, -64.13282027374555 -31.413809307750324, -64.13263596083294 -31.414348665660512, -64.13255698567751 -31.414913148724796, -64.13258619909114 -31.41548238047154, -64.1327225465403 -31.416035813013178, -64.13296110621229 -31.41655346877518, -64.13329326668067 -31.417016661638126, -64.1337070377569 -31.417408671461363, -64.13418748330714 -31.417715347639586, -64.13471726041051 -31.417925619905425, -64.13527724539652 -31.418031897939297, -64.15167014539654 -31.4195511979393)))",false
43,Zona 43 (V4 - Miércoles),sales,"Ruta ERP zona 43: vendedor 4, visita Miércoles.",#9B59B6,miercoles,4,4,65,64,"MULTIPOLYGON (((-64.1916093003824 -31.50756091527489, -64.1920954211689 -31.50785125819876, -64.19262743865218 -31.508045087582474, -64.1931864004523 -31.508135498524897, -64.19375239433568 -31.50811927026246, -64.19430525756053 -31.50799698090434, -64.21132645756052 -31.50250331423734, -64.21192017772785 -31.502237587367087, -64.21244266528124 -31.501850132643018, -64.23344686528125 -31.482411699310017, -64.2338561412813 -31.481945549263504, -64.23416079621062 -31.481405190045844, -64.23434780428674 -31.480813725178297, -64.23440916981916 -31.480196443247973, -64.23434226907194 -31.47957973667261, -64.23414996244388 -31.47898997327015, -64.23384047216959 -31.47845236888011, -64.2265128721696 -31.46831576888011, -64.22607825145424 -31.467834241499126, -64.22555028422522 -31.467457393532516, -64.22495365375916 -31.467202843199914, -64.18806035375916 -31.455994543199914, -64.1874622808552 -31.45587753711471, -64.18685290223408 -31.45588380756431, -64.1862573636759 -31.456013095800962, -64.18570023985578 -31.45626006679411, -64.18520452027904 -31.456614529378395, -64.16637288694604 -31.473214529378396, -64.1659355596875 -31.473693491887175, -64.16561139502724 -31.474255254727645, -64.1654155444293 -31.47487356109116, -64.16535716195527 -31.475519511323466, -64.16543079528827 -31.479571211323467, -64.16543486028839 -31.4796820509422, -64.16585596028838 -31.487310550942198, -64.16596480019486 -31.487962232168897, -64.1662136512721 -31.488574284199228, -64.16659044328763 -31.48911702016036, -64.16707690038238 -31.48956411527489, -64.1916093003824 -31.50756091527489)))",false
44,Zona 44 (V4 - Jueves),sales,"Ruta ERP zona 44: vendedor 4, visita Jueves.",#9B59B6,jueves,4,4,45,44,"MULTIPOLYGON (((-64.22230929924582 -31.485773209080765, -64.2228234477078 -31.486035091760524, -64.2233782218734 -31.48619370072645, -64.22395309934078 -31.48624316865965, -64.22452681403958 -31.486181665624873, -64.22507814291302 -31.4860114667641, -64.2255866910087 -31.48573886813371, -64.22641782434171 -31.485184334800707, -64.22684463916225 -31.48483919738636, -64.22720142601175 -31.48442207166209, -64.23034472601174 -31.479981471662093, -64.23058197586485 -31.479584639612764, -64.23075543223639 -31.479156065167246, -64.2316126655694 -31.476456198500244, -64.23173377929425 -31.475890300980733, -64.23174398448617 -31.475311678140713, -64.23164290138897 -31.47474186172783, -64.23143429151287 -31.47420205578443, -64.22887645817987 -31.469108422451434, -64.2286461764395 -31.46872432865577, -64.2274990097725 -31.46709962865577, -64.2270616655347 -31.466605928632976, -64.22652700807171 -31.466219727788697, -64.22592087973686 -31.465959692913096, -64.22450087973685 -31.465528026246094, -64.22395654972142 -31.46541634171625, -64.22340095938215 -31.465406962228226, -64.22125562604916 -31.465570028895225, -64.22062332414677 -31.465687211866392, -64.22003052316009 -31.465936459804585, -64.21950446147406 -31.46630632011198, -64.21151786147405 -31.47331352011198, -64.21111333765253 -31.473746235094683, -64.21080172195931 -31.474249998370603, -64.2105951633131 -31.47480516978927, -64.21050171478784 -31.475390104957945, -64.21052501964846 -31.475981999088596, -64.21066416931153 -31.47655777608509, -64.21091373876804 -31.477094988207817, -64.21126399808746 -31.477572691240663, -64.21342599808746 -31.479980991240666, -64.21404603257882 -31.480506775747767, -64.22230929924582 -31.485773209080765)))",false
45,Zona 45 (V4 - Viernes),sales,"Ruta ERP zona 45: vendedor 4, visita Viernes.",#9B59B6,viernes,4,4,37,33,"MULTIPOLYGON (((-64.13346632709813 -31.452278347567695, -64.13345026365864 -31.452871388844034, -64.13355121527498 -31.453455995344758, -64.13376523411091 -31.454009305318817, -64.13408395069854 -31.45450968090405, -64.13449490123654 -31.454937554302212, -64.1349820150023 -31.45527619300161, -64.13552624281724 -31.4555123541224, -64.13610630198811 -31.455636802295597, -64.13669950859276 -31.45564467082342, -64.13728266456256 -31.455535651997483, -64.13783296487127 -31.455314009132096, -64.13832888935333 -31.454988409842148, -64.13875104427635 -31.454571587085447, -64.13908292075656 -31.454079841224857, -64.13931154035899 -31.45353240258271, -64.18165244035899 -31.314970302582708, -64.18177328236685 -31.31433977764401, -64.18193028236685 -31.31243297764401, -64.18193621602248 -31.31234518674014, -64.18256748268948 -31.30040505340714, -64.1825246304844 -31.299717511970137, -64.18232607521058 -31.2990578716573, -64.17199550854357 -31.2751222049903, -64.17188702203482 -31.274897105878924, -64.16958425536782 -31.270587772545923, -64.1692852441615 -31.270132974727968, -64.16890898079797 -31.269739687761522, -64.16846785056093 -31.269420857288242, -64.16797637392642 -31.269186978100496, -64.16745072859912 -31.269045748689237, -64.16690821699842 -31.269001817836408, -64.16308988366544 -31.26904015116941, -64.16234337433593 -31.26914226768353, -64.15887337433593 -31.27007226768353, -64.15829573097051 -31.270293069781307, -64.15777563281708 -31.27062761923173, -64.15733517973749 -31.271061700455316, -64.15699308733794 -31.271576868596956, -64.15676389171075 -31.272151233279427, -64.15599555837775 -31.274859566612427, -64.15590549376513 -31.275300980900695, -64.13346632709813 -31.452278347567695)))",false
46,Zona 46 (V4 - Sábado),sales,"Ruta ERP zona 46: vendedor 4, visita Sábado.",#9B59B6,sabado,4,4,28,28,"MULTIPOLYGON (((-64.22371452005069 -31.394025690773883, -64.22420106704722 -31.39436154613494, -64.22474403089139 -31.394595462930628, -64.22532232487022 -31.3947183566954, -64.22591349017864 -31.39472545468873, -64.22649456813657 -31.394616481250733, -64.22704299181945 -31.3943956685078, -64.23947424181944 -31.3879006151748, -64.23959047568557 -31.387836573786753, -64.24180547568558 -31.386551507119755, -64.24207388657936 -31.386375964876073, -64.24344221991235 -31.38537269820907, -64.2437094728595 -31.385151912290716, -64.24896947285951 -31.38026857895772, -64.24935538910684 -31.379833349163007, -64.24965005983526 -31.379331825997077, -64.2498424068554 -31.378782864297136, -64.2499251988527 -31.378207102359063, -64.24989532324987 -31.377626186037627, -64.24975390322459 -31.377061954967406, -64.24950625548352 -31.376535621498498, -64.2491616903799 -31.376066973215103, -64.24873316188953 -31.37567362901839, -64.23881482855653 -31.36820362901839, -64.23829051124649 -31.367887014384927, -64.23771281746595 -31.36768348708051, -64.2371058276399 -31.367601530880027, -64.23649484336147 -31.36764456202268, -64.23590533272741 -31.367810786810427, -64.23536186873314 -31.368093276375983, -64.21626452873313 -31.380649476375982, -64.2157551434818 -31.38107170426393, -64.21535069737041 -31.38159531964437, -64.21507086219603 -31.382194854463062, -64.21487285219604 -31.382780184463066, -64.21474131321175 -31.383342445618485, -64.2147199330885 -31.38391949241175, -64.21480950393641 -31.384489945893193, -64.21500670725395 -31.385032671388114, -64.21530423687489 -31.385527561513243, -64.21654688687488 -31.387204631513242, -64.21673022485017 -31.387428609024113, -64.21920292485017 -31.39016834235711, -64.21949077005068 -31.390447304106882, -64.22371452005069 -31.394025690773883)))",false
51,Zona 51 (V5 - Lunes),sales,"Ruta ERP zona 51: vendedor 5, visita Lunes.",#E67E22,lunes,5,5,35,34,"MULTIPOLYGON (((-64.13872728448796 -31.39361407201773, -64.13931139229348 -31.393729549146997, -64.13990680161338 -31.393727395634283, -64.14049005881837 -31.393607696308102, -64.14103818896022 -31.393375166216632, -64.14152960077269 -31.393038964898334, -64.14194493716793 -31.39261233558074, -64.14226783772713 -31.392112083519557, -64.14248558314985 -31.391557914026766, -64.14265128314985 -31.390970614026767, -64.1427527670336 -31.390415367729073, -64.1430856670336 -31.386579267729072, -64.14309225708192 -31.386153058902373, -64.14302365708191 -31.384921458902372, -64.14296557348068 -31.3844780340746, -64.14206560681369 -31.3801464007416, -64.14204742561598 -31.38006464048003, -64.14140575894999 -31.37735797381303, -64.14122915670602 -31.376833962012977, -64.14095937783912 -31.376351265335817, -64.14060558813782 -31.375926283493364, -64.14017980767477 -31.375573455324894, -64.13969650242258 -31.375304768234827, -64.13221983575558 -31.372009768234825, -64.13171271595724 -31.371838462620943, -64.13118322511026 -31.37176000533203, -64.13064821962068 -31.371776894065494, -64.1301247314538 -31.37188859116644, -64.12962942591962 -31.372091540743963, -64.12814622591961 -31.372860340743962, -64.12768629594558 -31.37315471899132, -64.1272873468062 -31.373527591245185, -64.12696259675621 -31.37396660324794, -64.12672280563562 -31.374457209354716, -64.12657591836724 -31.37498315446964, -64.12652680172015 -31.375527012620722, -64.12653770172015 -31.385705612620722, -64.1265924841389 -31.386273104416944, -64.12675363729974 -31.386819984395487, -64.12766253729974 -31.389084184395486, -64.12790583681151 -31.389561755923403, -64.12823023444004 -31.389988411985474, -64.12862537580172 -31.39035053423139, -64.12907864845772 -31.39063656415294, -64.12957558448795 -31.390837372017728, -64.13872728448796 -31.39361407201773)))",false
52,Zona 52 (V5 - Martes),sales,"Ruta ERP zona 52: vendedor 5, visita Martes.",#E67E22,martes,5,5,40,40,"MULTIPOLYGON (((-64.12353509900774 -31.43466144598898, -64.1240633958266 -31.434928237375935, -64.12463378809979 -31.43508612286502, -64.12522407646595 -31.43512895763767, -64.13344237646595 -31.43491225763767, -64.13395670242734 -31.434854026705978, -64.13445336332356 -31.434708252942475, -64.13826362363956 -31.433222208236472, -64.13900091480272 -31.432806493739353, -64.14798565448672 -31.425905838445352, -64.14841786689453 -31.425500012640363, -64.1487618301223 -31.42501711363705, -64.14900411041295 -31.424476001439604, -64.14913524531725 -31.423897809614747, -64.14915011325735 -31.4233051199035, -64.14904813355403 -31.42272108027336, -64.13793653355404 -31.38285778027336, -64.13772759155309 -31.382316889779954, -64.13741849761404 -31.381826298073477, -64.13702079877507 -31.38140433253093, -64.13654935214943 -31.381066756813798, -64.13602176989801 -31.380826181973898, -64.1354577612794 -31.380691595333552, -64.1348783963575 -31.380668024739872, -64.13430531887231 -31.380756350735993, -64.1337599376797 -31.380953273665988, -64.13326262696576 -31.381251436942428, -64.13283196511415 -31.381639701871563, -64.13248404066046 -31.382103563769267, -64.13223185126148 -31.38262569382266, -64.11780348459448 -31.421767393822662, -64.11764387252549 -31.42241438138213, -64.11763102329901 -31.42308064245112, -64.1177655709086 -31.423733303048536, -64.1204105709086 -31.431861636381537, -64.12061216302918 -31.432337361829923, -64.12089239301015 -31.432771441595733, -64.12124294879172 -31.433151000193764, -64.12165343234074 -31.43346477932198, -64.12353509900774 -31.43466144598898)))",false
