product_code,nombre_almaro,nombre_gev,en_gonzales,umv_tipo_actual,umv_tipo_propuesto,unidad_minima_de_venta_actual,unidad_minima_de_venta_propuesta,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,patron,factor_a,factor_b,contenido,match_nombre,regla,fuente,confianza,accion,notas
14440,JUGO POLVO ARCOR 3 FRUTAS 12X18X15G,JG.PV.ARCOR.3FRUTAS.12X18X15.G,true,display,display,DISPLAY,DISPLAY,,18,12,12,12,12,3_factores,12,18,15G,12X18X15G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14441,JUGO POLVO ARCOR POMELO ROSADO 12X18X15G,JG.PV.ARCOR.POM.ROS.12X18X15.G,true,display,display,DISPLAY,DISPLAY,,18,12,12,12,12,3_factores,12,18,15G,12X18X15G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14443,JG.PV.BC.LI.FTS.ROJ.16X18X6.5GR,JG.PV.BC.LI.FTS.ROJ.16X18X6.5GR,true,display,display,DISPLAY,DISPLAY,,18,16,16,16,16,3_factores,16,18,6.5GR,16X18X6.5GR,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14444,JG.PV.BC.LIM.JENG.16x18x6.5gr,JG.PV.BC.LIM.JENG.16x18x6.5gr,true,display,display,DISPLAY,DISPLAY,,18,16,16,16,16,3_factores,16,18,6.5GR,16X18X6.5GR,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14473,COFLER CUPS MANI 20X16X17G,COFLER CUPS MANI 20X16X17G,true,display,display,DISPLAY,DISPLAY,,16,20,20,20,20,3_factores,20,16,17G,20X16X17G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14670,BONOBON COCO 16X18X15G,BOM BONOBON COCO 16X18X15G,true,display,display,DISPLAY,DISPLAY,,18,16,16,16,16,3_factores,16,18,15G,16X18X15G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14675,COFLER CUPS SPLIT 20X16X17G,COFLER CUPS SPLIT 20X16X17G,true,display,display,DISPLAY,DISPLAY,,16,20,20,20,20,3_factores,20,16,17G,20X16X17G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14677,MOGUL BANANITAS 12X12X30G,MOGUL BANANITAS 12X12X30G,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14727,TOPLINE SEVEN TURBO MINT 10X6X25G,CH CONF TL TURBO MIN 10X6X25G,true,display,display,DISPLAY,DISPLAY,,6,10,10,10,10,3_factores,10,6,25G,10X6X25G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14728,MENTHO PLUS COMPRIMIDOS MIX BERRIES 10X6X25G,COMP M.PLUS BERRIES 6x25 GR,true,display,display,DISPLAY,DISPLAY,,6,10,10,10,10,3_factores,10,6,25G,10X6X25G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14738,POSTRE CHOCOTORTA 6X12X110G,OBLEA N CHOCOLINAS 6X12X110G,true,unidad,unidad,UNIDAD,UNIDAD,,12,,6,72,72,3_factores,6,12,110G,6X12X110G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
14740,MOGUL EXTREME TUBITOS TUTTI FRUTTI 12X16X15G,TUBITOS MOGUL EXT.TUTI FRUTI 16X15gr,true,display,display,DISPLAY,DISPLAY,,16,12,12,12,12,3_factores,12,16,15G,12X16X15G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14771,OBLEA AGUILA NUT 6X6X105G,OBLEA AGUILA NUT 105gX6,true,unidad,unidad,UNIDAD,UNIDAD,,6,,6,36,36,3_factores,6,6,105G,6X6X105G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
14790,HELADO BOMBON ESCOCES 12X6X90G,BOMBON BOB ESCOCES 90G,true,display,display,DISPLAY,DISPLAY,,6,12,12,12,12,3_factores,12,6,90G,12X6X90G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14830,"MENTHO PLUS 2 FRUTILLA 12X12X27,2G","CAR. M.PLUS2 FLLA. 12X12X27,2G",true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,"27,2G","12X12X27,2G",umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14873,MOGUL GUSANITO ROCKS EXTREME 12X10X40GR,MOGUL GUSANITO ROCKS 12x10x40GR,true,display,display,DISPLAY,DISPLAY,,10,12,12,120,120,3_factores,12,10,40GR,12X10X40GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
14883,HELADO BARRITA AGUILA AMERICANA 8X6X34G,BARRITA AGU AGRUP 8X6X34G,true,display,display,DISPLAY,DISPLAY,,6,8,8,8,8,3_factores,8,6,34G,8X6X34G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14904,CARAMELO FIZZ PICANTE 12X48X18G,FIZZ PIC 12X48X18.4 G,true,display,display,DISPLAY,DISPLAY,,48,12,12,12,12,3_factores,12,48,18G,12X48X18G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
14999,MOGUL GOMAS COLA 12X12X30G,GOMAS MOGUL COLA 12X12X30G,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15004,TURROCKLETS 4X50X25G,TURROCKLETS 4X50X25 GRS,true,display,display,DISPLAY,DISPLAY,,50,4,4,4,4,3_factores,4,50,25G,4X50X25G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15017,MOGUL ARAÑITAS RELLENAS 12X12X30GR,MOGUL ARAÑITAS RELL 12v12x30GR,true,display,display,DISPLAY,DISPLAY,,12,12,12,144,144,3_factores,12,12,30GR,12X12X30GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15019,MOGUL OSITO EXTREME PICANTE 12X12X30G,MOGUL OSITO EXT PIC 12X30GR,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15024,AGUILA 60% CACAO NARANJA BARRITA 24X24X14G,AGUI 60%C C/NARAN 24X24X14G ST,true,display,display,DISPLAY,DISPLAY,,24,24,24,24,24,3_factores,24,24,14G,24X24X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15027,TRAVIATA CON KESITA POR 3 12X3X96G,TRAVIATA CRACK KESITA 12X3X96G,true,display,display,DISPLAY,DISPLAY,,3,12,12,12,12,3_factores,12,3,96G,12X3X96G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15052,"TOPLINE STRONG 24X20X6,7GR",CH. TOPLINE STRONG 24X20X6.7G,true,display,display,DISPLAY,DISPLAY,,20,24,24,480,480,3_factores,24,20,"6,7GR","24X20X6,7GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15063,MOGUL MASTI CONFITADOS 12X16X30G,MOGUL MASTI CONF 16X30G,true,display,display,DISPLAY,DISPLAY,,16,12,12,12,12,3_factores,12,16,30G,12X16X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15065,MOGUL MASTI CONFITADOS EXTREME 12X16X30G,MOGUL MASTI EXT 16X30G,true,display,display,DISPLAY,DISPLAY,,16,12,12,12,12,3_factores,12,16,30G,12X16X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15070,ROCKLETS BOLLS CEREAL 12X8X35G,ROCKLETS BOLLS CEREAL 12X8X35G,true,display,display,DISPLAY,DISPLAY,,8,12,12,12,12,3_factores,12,8,35G,12X8X35G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15074,ROCKLETS COOKIE 12X8X35G,ROCKLETS COOKIE 12X8X35G,true,display,display,DISPLAY,DISPLAY,,8,12,12,12,12,3_factores,12,8,35G,12X8X35G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15075,MOGUL MASTI SPLASH UVA Y TUTTI FRUTTI 12X10X30G,MOGUL SPLASH 10X30G,true,display,display,DISPLAY,DISPLAY,,10,12,12,12,12,3_factores,12,10,30G,12X10X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15089,MOGUL MASTI EXTREME SPLASH 12X10X30G,MOGUL MASTI EXT 10X30G,true,display,display,DISPLAY,DISPLAY,,10,12,12,12,12,3_factores,12,10,30G,12X10X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15110,MOGUL TWIST MAX BLUEBERRY 6X24X25G,TWIST MAX MOGUL BLUEB 6X24X25G,true,display,display,DISPLAY,DISPLAY,,24,6,6,6,6,3_factores,6,24,25G,6X24X25G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15116,CHUPETIN MR POPS EXPLOSIVE SANDIA 10X4 X5X10G,CHUP. EVO EXPL SAND,true,display,display,DISPLAY,DISPLAY,,5,10,10,40,40,3_factores,4,5,10G,4X5X10G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15119,PORTEÑITAS POR 3 12X3X139G,PORTEÑITAS 12X3X139G,true,display,display,DISPLAY,DISPLAY,,3,12,12,12,12,3_factores,12,3,139G,12X3X139G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15120,MOGUL PALOTES PICANTES SURTIDO 12X8X48G,MOG. PALO PIC 12X8X48G,true,display,display,DISPLAY,DISPLAY,,8,12,12,12,12,3_factores,12,8,48G,12X8X48G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15122,MOGUL PALOTES MASTI SURTIDO UVA Y TUTTI FRUTTI 12X8X48G,MOG PALOTES MAST STD 12X8X40GR,true,display,display,DISPLAY,DISPLAY,,8,12,12,12,12,3_factores,12,8,48G,12X8X48G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15125,MOGUL PALOTES EXTREME SURTIDO LIMON Y SANDIA 12X8X48G,MOGUL PALOTES EXT 8X40G,true,display,display,DISPLAY,DISPLAY,,8,12,12,12,12,3_factores,12,8,48G,12X8X48G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15135,MR POPS CHUPETIN FRESH 12X24X18G,CHUP MRPOP EVO FRESH 12X24X18G,true,display,display,DISPLAY,DISPLAY,,24,12,12,12,12,3_factores,12,24,18G,12X24X18G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15153,VASO AGUILA ANIVERSARIO ROSA 12X5X14G,VASO AGUILA ANIVER SA 12X5X14G,true,display,display,DISPLAY,DISPLAY,,5,12,12,12,12,3_factores,12,5,14G,12X5X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15191,VASO AGUILA ANIVERSARIO NEGRO 12X5X14G,VASO AG ANIV 60%CACAO 12X5X14G,true,display,display,DISPLAY,DISPLAY,,5,12,12,12,12,3_factores,12,5,14G,12X5X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15197,MENTHO PLUS LATA MIX VIOLET TWIST 8X6X50GR,PAST MP VIOLET TWIST 8X6X50,true,display,display,DISPLAY,DISPLAY,,6,8,8,48,48,3_factores,8,6,50GR,8X6X50GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15207,ROCKLETS EXTREME 12X24X20G,ROCKLETS EXTREME 12X24X20G,true,display,display,DISPLAY,DISPLAY,,24,12,12,12,12,3_factores,12,24,20G,12X24X20G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15208,ROCKLETS PICANTE 12X24X20G,ROCKLETS PICANTE 12X24X20G,true,display,display,DISPLAY,DISPLAY,,24,12,12,12,12,3_factores,12,24,20G,12X24X20G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15225,MENTHO PLUS LATA MIX BERRIES 8X6X50GR,PAST MP MIX BERRIES 8X6X50G,true,display,display,DISPLAY,DISPLAY,,6,8,8,48,48,3_factores,8,6,50GR,8X6X50GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15250,HELADO BARRITA AGUILA DULCE DE LECHE 8X6X34G,BARRITA AGUILA DDL 8DX6UNX34G,true,display,display,DISPLAY,DISPLAY,,6,8,8,8,8,3_factores,8,6,34G,8X6X34G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15251,HELADO BARRITA AGUILA PISTACHO 8X6X34G,BARRITA AG PISTACHO 8DX6UNX40G,true,display,display,DISPLAY,DISPLAY,,6,8,8,8,8,3_factores,8,6,34G,8X6X34G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15258,CUBANITOS LECHE 4X16X29G,CUBANITOS LECHE 4X16X29G,true,display,display,DISPLAY,DISPLAY,,16,4,4,4,4,3_factores,4,16,29G,4X16X29G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15259,CUBANITOS DARK 4X16X29G,CUBANITOS DARK 4X16X29G,true,display,display,DISPLAY,DISPLAY,,16,4,4,4,4,3_factores,4,16,29G,4X16X29G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15262,CUBANITOS AVELLANAS 4X16X29G,CUBANITOS AVELLANAS 4X16X29G,true,display,display,DISPLAY,DISPLAY,,16,4,4,4,4,3_factores,4,16,29G,4X16X29G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15292,"BON O BON  COOKIE & CREAM 16X18X16,5GR",BOB COOKIE & CREAM 16X18X16.5G,true,display,display,DISPLAY,DISPLAY,,18,16,16,288,288,3_factores,16,18,"16,5GR","16X18X16,5GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15294,TRAVIATA CON PORTEÑITAS 12X3X96G,TRAVIATA C.TOQ PORTE? 12X3X96G,true,unidad,display,UNIDAD,DISPLAY,,3,,12,12,12,3_factores,12,3,96G,12X3X96G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15307,TURRON COCO ARCOR 4X28X80G,TURRON MANI/COCO 28X80G,true,unidad,unidad,UNIDAD,UNIDAD,,28,,4,112,112,3_factores,4,28,80G,4X28X80G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15334,HUEVITO BON O BON COCO 8X60X8GR,HUEVITO BOB COCO GVTY 8X60X8G,true,display,display,DISPLAY,DISPLAY,,60,8,8,480,480,3_factores,8,60,8GR,8X60X8GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15367,"MENTHO PLUS SANDIA 12X12X29,4GR","CAR. M. PLUS SANDIA 12X12X29,4 G",true,display,display,DISPLAY,DISPLAY,,12,12,12,144,144,3_factores,12,12,"29,4GR","12X12X29,4GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15368,"MENTHO PLUS MARACUYA 12X12X29,4GR",CAR M. PLUS MARACU 12X12X29.4G,true,display,display,DISPLAY,DISPLAY,,12,12,12,144,144,3_factores,12,12,"29,4GR","12X12X29,4GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15372,SERRANAS SANDW. 16X3X108G,SERRANAS SANDW. 16X3X108G,true,display,display,DISPLAY,DISPLAY,,3,16,16,16,16,3_factores,16,3,108G,16X3X108G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15382,AGUILA 70% CACO 24X24X14GR,BARR AGUILA 70%CACAO 24X24X14G,true,display,display,DISPLAY,DISPLAY,,24,24,24,576,576,3_factores,24,24,14GR,24X24X14GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15385,AGUILA DOY PACK 70% 16X12X14G,AGUILA MIX DOYPACK 16 X 12 X 14G,true,display,display,DISPLAY,DISPLAY,,12,16,16,192,192,3_factores,16,12,14G,16X12X14G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15392,BON O BON SUPREME 12X8X18GR,BON O BON SUPREME 12 X 8 X 18G,true,display,display,DISPLAY,DISPLAY,,8,12,12,96,96,3_factores,12,8,18GR,12X8X18GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15393,BON O BON SUPREME 3X12X36GR,BON O BON SUPRE12 X 36G,true,display,display,DISPLAY,DISPLAY,,12,3,3,36,36,3_factores,3,12,36GR,3X12X36GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15394,MOGUL 360 PELABLE MANGO 8X20X26GR,MOGUL 360 PELABLE MGO 8X20X26G,true,display,display,DISPLAY,DISPLAY,,20,8,8,160,160,3_factores,8,20,26GR,8X20X26GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15396,MOGUL 360 PELABLE UVA 8X20X26GR,MOGUL 360 PELABLE UVA 8 X 20 X 26G,true,display,display,DISPLAY,DISPLAY,,20,8,8,160,160,3_factores,8,20,26GR,8X20X26GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15398,MOGUL 360 CUBO MISTERIO FRUTILLA 8X20X26GR,MOGUL 360 CUBO MISTE 8 X 20 X 26G,true,display,display,DISPLAY,DISPLAY,,20,8,8,160,160,3_factores,8,20,26GR,8X20X26GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15400,MOGUL 360 OSITO SURTIDO 4D 8X20X26GR,MOGUL 360 OSITO 4D 8 X 20 X 26G,true,display,display,DISPLAY,DISPLAY,,20,8,8,160,160,3_factores,8,20,26GR,8X20X26GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15404,TOPLINE SEVEN  TITTI FRUTTI 20X16X14G,CH. TL7 BUBBLE FUN 20X16X14G,true,display,display,DISPLAY,DISPLAY,,16,20,20,20,20,3_factores,20,16,14G,20X16X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15417,ROCKLETS MUNDIAL 12X24X20G,ROCKLETS MUNDIAL 12 X24X20G,true,display,display,DISPLAY,DISPLAY,,24,12,12,288,288,3_factores,12,24,20G,12X24X20G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15431,MTR POPS EVOL MUNDIAL 12X24X18G,MR POPS EVOL MUNDIAL 12X24X18G,true,display,display,DISPLAY,DISPLAY,,24,12,12,288,288,3_factores,12,24,18G,12X24X18G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15437,"TOPLINE ANANA EXTREME 24X20X6,7GR",TOPLINE EXT. ANANA 24X20X6.7G,true,display,display,DISPLAY,DISPLAY,,20,24,24,480,480,3_factores,24,20,"6,7GR","24X20X6,7GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15438,"TOPLINE SANDÍA EXTREME 24X20X6,7GR",TOPLINE EXT.SANDIA 24X20X6.7G,true,display,display,DISPLAY,DISPLAY,,20,24,24,480,480,3_factores,24,20,"6,7GR","24X20X6,7GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15439,"TOPLINE TUTTI FRUTTI EXTREME 24X20X6,7GR",TOPLINE EXT.T. FRUT 24X20X6.7G,true,display,display,DISPLAY,DISPLAY,,20,24,24,480,480,3_factores,24,20,"6,7GR","24X20X6,7GR",umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15453,MOGUL PALOTES MUNDIAL 12X8X48G,MOGUL PALOTES MUNDIAL 12X8X48G,true,display,display,DISPLAY,DISPLAY,,8,12,12,96,96,3_factores,12,8,48G,12X8X48G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15455,Mogul Duo Mundial 12x12x30g,MOGUL DUO MUNDIAL 12X12X30G,true,display,display,DISPLAY,DISPLAY,,12,12,12,144,144,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15456,MOGUL CEREBRITOS PINTALENGUAS 12X12X30GR,MOGUL CEREBRO PINTAL 12x12x30GR,true,display,display,DISPLAY,DISPLAY,,12,12,12,144,144,3_factores,12,12,30GR,12X12X30GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15461,MOGUL LENGUA  SANDIA EXTREME 30X60GR,LENGUA SANDIA AGRUP 30 X 8 X 60G,true,display,display,DISPLAY,DISPLAY,,8,30,30,240,240,3_factores,30,8,60G,30X8X60G,umv_desde_gonzales,nombre_gev_3f_unidad,alta,completar_unidades_por_display,
15485,HOGAREÑAS SALVADO 12X3X185G,HOGAREÑAS SALVADO 12X3X185G,true,display,display,DISPLAY,DISPLAY,,3,12,12,12,12,3_factores,12,3,185G,12X3X185G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
15511,MOGUL TWIST ARCOIRIS 12X16X15GR,TWIST MOGUL ARCOIRIS 12 X 16 X 15G,true,display,display,DISPLAY,DISPLAY,,16,12,12,192,192,3_factores,12,16,15GR,12X16X15GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15516,MOGUL J BEANS MUNDIAL 12X10X50G,JELLY BEANS MUNDIAL 12X10X50G,true,display,display,DISPLAY,DISPLAY,,10,12,12,120,120,3_factores,12,10,50G,12X10X50G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15518,TOPLINE SEVEN MANDARINA 20X16X14GR,CH TL7 BLOW MAND 20X16X14,true,display,display,DISPLAY,DISPLAY,,16,20,20,320,320,3_factores,20,16,14GR,20X16X14GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15519,TOPLINE SEVEN STRAWBERRY 20X16X14GR,CH. TL7 VIBR. STRAW. 20X16X14G,true,display,display,DISPLAY,DISPLAY,,16,20,20,320,320,3_factores,20,16,14GR,20X16X14GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
15539,MOGUL EXTREME FRUTILLAS 12X10X50GR,MOGUL  EXTREME FLLAS 12X10X50,true,display,display,DISPLAY,DISPLAY,,10,12,12,120,120,3_factores,12,10,50GR,12X10X50GR,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_unidades_por_display,
1693,MOGUL CEREBRITOS 12X12X30G,CEREBRITOS MOGUL  12 X12X30GRS,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
1999,MOGUL OSITOS 12X12X30G,MOGUL OSITOS 12x12x30 GRS,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
2001,MOGUL TIBURON 12X12X30G,MOGUL TIBURON 12 x12x30 GR,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
2170,MENTHO PLUS ACIDOS BLACK CHERRY 12X12X27.2G,"MENTHOPLUS 2 CEREZA 12X12X27,2G",true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,27.2G,12X12X27.2G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
2201,CABSHA BOCADITO LECHE 24X48X10G,BOCADITOS CABSHA  24X48X10GRS.,true,display,display,DISPLAY,DISPLAY,,48,24,24,24,24,3_factores,24,48,10G,24X48X10G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
2232,CARAMELO FIZZ EXTREME 12X48U,CAR. LOTSA FIZZ 12X48X18.4G,true,display,display,DISPLAY,DISPLAY,,48,12,12,12,12,3_factores,12,48,18.4G,12X48X18.4G,umv_desde_gonzales,nombre_gev_3f_display,alta,completar_unidades_por_display,
2301,MOGUL VIBORITAS 12X12X30G,MOGUL VIBORITAS 12x12x30 G,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,30G,12X12X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
2426,MENTHO PLUS ACIDOS NARANJA 12X12X27.2G,"MENTHOPLUS 2 NARAN 12X12X27,2G",true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,27.2G,12X12X27.2G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
3269,TOPLINE SEVEN MANDARINA 36X16X14G,CH. TL 7 B. MANDAR. 36X16X14G,true,display,display,DISPLAY,DISPLAY,,16,36,36,36,36,3_factores,36,16,14G,36X16X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
3274,ROCKLETS LENT 12X18X40G,ROCKLETS CHOCOLATE 12X18X40 GRS.,true,display,display,DISPLAY,DISPLAY,,18,12,12,12,12,3_factores,12,18,40G,12X18X40G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
3612,CH.TL7 ATM.STRONG 36X16X14G,CH.TL7 ATM.STRONG 36X16X14G,true,display,display,DISPLAY,DISPLAY,,16,36,36,36,36,3_factores,36,16,14G,36X16X14G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
3870,SALADIX PIZZA 8X6X30G,SALADIX PIZZA 8X6X30G,true,display,display,DISPLAY,DISPLAY,,6,8,8,8,8,3_factores,8,6,30G,8X6X30G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
4013,TURRON OBLEA ARCOR 4X50X27G,TURRONES 4X50X25 G.,true,display,display,DISPLAY,DISPLAY,,50,4,4,4,4,3_factores,4,50,27G,4X50X27G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
4266,ROCKLETS MINI 12X44X10G,ROCKLETS MINI 12 X 44 X 10 GRS,true,display,display,DISPLAY,DISPLAY,,44,12,12,12,12,3_factores,12,44,10G,12X44X10G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
4680,MENTHO PLUS SIN AZUCAR CHERRY 12X12X26.6G,CAR.MP ZERO CHERRY 12X12X26.6 G,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,26.6G,12X12X26.6G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
4681,MENTHO PLUS SIN AZUCAR DURAZNO 12X12X26.6G,CAR. MP. ZERO DURAZ 12X12X26.6 G,true,display,display,DISPLAY,DISPLAY,,12,12,12,12,12,3_factores,12,12,26.6G,12X12X26.6G,umv_desde_gonzales,nombre_almaro_3f_display,alta,completar_unidades_por_display,
