product_code,nombre_almaro,nombre_excel,um_ventas_excel,um_precio_excel,bu_un,bu_di,di_un,umv_tipo_actual,umv_tipo_propuesto,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,cantidad_minima_actual,cantidad_minima_propuesta,regla
14676,CHOCOLATE TAZA ARCOR 4X16X100G,CHOCOLATE TAZA ARCOR 4X16X100G,UN,UN,64,4,16,unidad,unidad,16,16,,4,84,64,1,1,precio_UN
14693,CHOC MISKY CRUNCH 12X30X25G,CHOC MISKY CRUNCH 12X30X25G,UN,UN,360,12,30,unidad,unidad,,30,,12,1,360,1,1,precio_UN
14724,TOMATE PELADO SALSATI 24X400G,TOM.PEL.SALSATI.24X400G.SINGLU,UN,UN,24,2,12,unidad,unidad,,12,,2,24,24,1,1,precio_UN
14730,MOGUL MONSTRUITOS 12,MOGUL MONSTRUITOS 12,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
14739,TUBITOS MOGUL EXT.FR 15 gr,TUBITOS MOGUL EXT.FR 15 gr,DI,UN,192,12,16,unidad,unidad,,16,,12,1,192,1,16,precio_UN_venta_DI
14742,CAR MISKY TOFFEES CHOC 8X648G,CAR MISKY TOFFEES CHOC 8X648G,DI,UN,944,8,118,unidad,unidad,,118,,8,8,944,1,118,precio_UN_venta_DI
14748,MOGUL TUBITOS EXTREME  FRUTILLA 6X500G,MINI TUB MOG EXT FLLA 6X500G,DI,UN,1500,6,250,unidad,unidad,,250,,6,6,1500,1,250,precio_UN_venta_DI
14750,MOGUL TUBITOS EXTREME TUTTI FRUTTI 6X500G,MINI TUB MOG EXT TUTTI 6X500G,DI,UN,1500,6,250,unidad,unidad,,250,,6,6,1500,1,250,precio_UN_venta_DI
14753,PD BAGLEY C/ FRUTAS,PD BAGLEY C/ FRUTAS,UN,UN,6,6,1,unidad,unidad,,,,,1,6,1,1,precio_UN
14777,SALADIX EXTRA PICANTE ESTUCHE 4X6X100G,SALAD.HOR.XTR PICANT4x6x100,UN,UN,24,24,1,unidad,unidad,6,,4,,24,24,1,1,precio_UN
14783,HELADO COFLER DULCE DE LECHE 16X63G,HELADO COFLER DDL 16 X 63G,BU,UN,16,16,1,unidad,unidad,,,1,,16,16,1,16,precio_UN_venta_BU
14784,HELADO CONO ROCKLETS 18X95G,HELADO CONO ROCKLETS 18X95G,BU,UN,18,18,1,unidad,unidad,,,1,,18,18,1,18,precio_UN_venta_BU
14791,HELADO CONO COFLER FRUTILLA AMERICANA 14X110G,HEL CONO COF FRUT/AMER 14X110G,BU,UN,14,14,1,unidad,unidad,,,1,,14,14,1,14,precio_UN_venta_BU
14798,CAR. SUGUS CONF. ACIDO 30X50GS,CAR. SUGUS CONF. ACIDO 30X50GS,DI,UN,840,30,28,unidad,unidad,,28,,30,1,840,1,28,precio_UN_venta_DI
14799,MOGUL OSO EXTREME 6X500G,MOGUL OSO EXTREME 6X500G,DI,UN,498,6,83,unidad,unidad,,83,,6,6,498,1,83,precio_UN_venta_DI
14800,MOGUL SANDIA EXTREME 6x500G,MOGUL SANDIA EXTREME 6X500G,DI,UN,498,6,83,unidad,unidad,,83,,6,6,498,1,83,precio_UN_venta_DI
14808,HVITO COFLER CHOCOTO 8X60X8GR,HVITO COFLER CHOCOTO 8X60X8GR,DI,UN,480,8,60,unidad,unidad,,60,,8,1,480,1,60,precio_UN_venta_DI
14809,HVITO COFL CHOCOTORT BOLSA 28X10X8GR,HVITO COFL CHOCOTORT BOLSA 28X10X8GR,UN,UN,28,28,1,unidad,unidad,10,,28,,280,28,1,1,precio_UN
14810,HVITO COFLER BLOCK 28X10X8GR,HVITO COFLER BLOCK 28X10X8GR,UN,UN,28,28,1,unidad,unidad,10,,28,,280,28,1,1,precio_UN
14811,HUEVITOS AGUILA REGA 20X8GR,HUEVITOS AGUILA REGA 20X8GR,DI,UN,400,20,20,unidad,unidad,,20,,20,20,400,1,20,precio_UN_venta_DI
14816,HUEVO COFLER LECHE 12X54GR,HUEVO COFLER LECHE 12X54GR,UN,UN,24,2,12,unidad,unidad,,12,,2,12,24,1,6,precio_UN
14817,HUEV COF ROK 12X54G,HUEV COF ROK 12X54G,UN,UN,24,2,12,unidad,unidad,,12,,2,12,24,1,1,precio_UN
14824,CACERIA HVITOS ROCKL 12X20X13GR,CACERIA HVITOS ROCKL 12X20X13GR,DI,UN,240,12,20,unidad,unidad,,20,,12,1,240,1,20,precio_UN_venta_DI
1495,FLAN DULCE DE LECHE * 65 GRS G,FLAN DULCE DE LECHE * 65 GRS G,UN,UN,24,1,1,unidad,unidad,,,,,1,24,1,1,precio_UN
15093,CHICLE POOSH UVA 18X200G,CHICLE POOSH UVA 18X200G,DI,UN,720,18,40,unidad,unidad,,40,,18,18,720,1,40,precio_UN_venta_DI
15094,CHICLE POOSH TUTTI FR. 18X200G,CHICLE POOSH TUTTI FR. 18X200G,DI,UN,720,18,40,unidad,unidad,,40,,18,18,720,1,40,precio_UN_venta_DI
15103,TUB MOGUL EXT ZOMBIE,TUB MOGUL EXT ZOMBIE,DI,UN,192,12,16,unidad,unidad,,16,,12,1,192,1,16,precio_UN_venta_DI
15118,CHUP EVO FLLA/BLUE 10X4X5X9G,CHUP EVO FLLA/BLUE 10X4X5X9G,DI,UN,200,10,20,unidad,unidad,,20,,10,1,200,1,20,precio_UN_venta_DI
1512,BUTTER TOFFEES LECHE 36X150G,BUTTER TOFFEES LECHE 36X150G,DI,UN,828,36,23,unidad,unidad,,23,,36,36,828,1,23,precio_UN_venta_DI
15127,TABLETA BON O BON 2 ALVEOLOS 4X16X48G,TABLET BOB 2 ALVEOLO 4X16X48GR,UN,UN,64,4,16,unidad,unidad,16,16,,4,84,64,1,1,precio_UN
1513,B.TOFFCHOCOLATE 36X150G,B.TOFFCHOCOLATE 36X150G,DI,UN,756,36,21,unidad,unidad,,21,,36,36,756,1,21,precio_UN_venta_DI
15140,HUEVITO ARCOR GRAVITY 8X60X8G,HUEVITO ARCOR GRAVITY 8X60X8G,DI,UN,480,8,60,unidad,unidad,,60,,8,1,480,1,60,precio_UN_venta_DI
15142,OBLEA COFLER AVELLANA MAX 8X16X60G,OBL COF AVELLLANA MAX 8X16X60G,UN,UN,128,8,16,unidad,unidad,20,16,8,8,128,128,1,4,precio_UN
15155,BOLSA BOMBONES 12X10,BOLSA BOMBONES 12X10,DI,UN,100,10,10,unidad,unidad,,10,,10,12,100,1,10,precio_UN_venta_DI
15160,MOGUL FANTASMAS 12X12X30G,MOGUL FANTASMAS 12X12X30G,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
15162,MOGUL MINI GUSANITOS,MOGUL MINI GUSANITOS,DI,UN,6,6,1,unidad,unidad,,,,,1,6,1,1,precio_UN
15175,BARRA CM FS P.CHO 36X4X38G,BARRA CM FS P.CHO 36X4X38G,DI,UN,144,36,4,unidad,unidad,,4,,36,1,144,1,4,precio_UN_venta_DI
15179,PALOTE PINTALENGUA 12X8X48GR,PALOTE PINTALENGUA 12X8X48GR,DI,UN,96,12,8,unidad,unidad,,8,,12,1,96,1,8,precio_UN_venta_DI
15180,PALOTE PINTALENGUA 1,PALOTE PINTALENGUA 1,UN,UN,14,14,1,unidad,unidad,,,,,1,14,1,1,precio_UN
15183,CALAVERA MAST FTAL 6,CALAVERA MAST FTAL 6,UN,UN,6,6,1,unidad,unidad,,,,,1,6,1,1,precio_UN
15185,CHUP MIX BLOO+MURCI,CHUP MIX BLOO+MURCI,DI,UN,240,24,10,unidad,unidad,,10,,24,1,240,1,10,precio_UN_venta_DI
15199,MOGUL JELLY BEANS 12,MOGUL JELLY BEANS 12,DI,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
15217,CAR. MENTA CRISTAL 48X81G,CAR. MENTA CRISTAL 48X81G,DI,UN,864,48,18,unidad,unidad,,18,,48,48,864,1,18,precio_UN_venta_DI
15219,CAR. GAJITOS STDO. 48x84G,CAR. GAJITOS STDO. 48x84G,DI,UN,576,48,12,unidad,unidad,,12,,48,48,576,1,12,precio_UN_venta_DI
15253,HELADO PALITO BOMBON CHOCOLATE 24X50G,PALITO BOMBON CHOCOLATE 24X50G,BU,UN,24,24,1,unidad,unidad,,,1,,24,24,1,24,precio_UN_venta_BU
15255,HELADO POSTRE AGUILA ALMENDRADO 6X675G,POST AGUILA ALMENDRADO 6X675G,UN,UN,6,6,1,unidad,unidad,,,6,,6,6,1,1,precio_UN
15273,MOGUL LADRILLOS EXTREME FRUTILLA 24X100G,LADRILLOS EXT. FLLA. 24X100G,DI,UN,480,24,20,unidad,unidad,,20,,24,24,480,1,20,precio_UN_venta_DI
15285,HELADO ALFAJOR BONOBON 16X62G,SANDWICH HELADO BOB 16X62G,BU,UN,1,1,1,unidad,unidad,,,1,,16,1,1,1,precio_UN
15286,HELADO ALFAJOR CREAMY 16X62G,SANDWICH HELADO CREAMY 16X62G,BU,UN,1,1,1,unidad,unidad,,,1,,16,1,1,1,precio_UN
15287,HELADO ALFAJOR CHOCOTORTA 16X62G,SANDWICH HELADO CHCTORT 16X62G,BU,UN,16,1,16,unidad,unidad,,16,1,,16,16,1,16,precio_UN_venta_BU
15298,JUG.NAR.ARCOR 2 LTS 12X18X13GRS,JUG.NAR.ARCOR 2 LTS 12X18X13GRS,DI,UN,216,12,18,unidad,unidad,,18,,12,1,216,1,18,precio_UN_venta_DI
15299,JUG.MULT.ARC 2 LTS 12X18X13GRS,JUG.MULT.ARC 2 LTS 12X18X13GRS,DI,UN,216,12,18,unidad,unidad,,18,,12,1,216,1,18,precio_UN_venta_DI
15300,JUG.MANZA.ARC 2 LTS 12X18X13GRS,JUG.MANZA.ARC 2 LTS 12X18X13GRS,DI,UN,216,12,18,unidad,unidad,,18,,12,1,216,1,18,precio_UN_venta_DI
15402,AVE MARIA LA CAMPAÑOLA 12 X 500G,AVE MARIA LA CAMPAÑOLA 12 X 500G,UN,UN,15,15,1,unidad,unidad,,,,,12,15,1,1,precio_UN
15481,LATA 75 AÑOS ARCOR - SURTIDO,LATA 75 AÑOS ARCOR - SURTIDO,DI,UN,18,6,3,unidad,unidad,,3,,6,1,18,1,3,precio_UN_venta_DI
15483,CAR. B. TOFFEES PISTACHO 8 X 648G,CAR. B. TOFFEES PISTACHO 8 X 648G,DI,UN,864,8,108,unidad,unidad,,108,,8,8,864,1,108,precio_UN_venta_DI
1551,CARAM FRUTA MISKY 6 X 810G,CARAM FRUTA MISKY 6 X 810G,DI,UN,810,6,135,unidad,unidad,,135,,6,6,810,1,135,precio_UN_venta_DI
15526,CHICLE POOSH FRUTILLA. 18X200G,CHICLE POOSH FRUTILLA. 18X200G,DI,UN,720,18,40,unidad,unidad,,40,,18,18,720,1,40,precio_UN_venta_DI
15531,JUG.LIM.ARC 2 LTS 12X18X13GRS,JUG.LIM.ARC 2 LTS 12X18X13GRS,DI,UN,216,12,18,unidad,unidad,,18,,12,1,216,1,18,precio_UN_venta_DI
15579,OBLEA BOB LECHE MEGA 12X12X48G,OBLEA BOB LECHE MEGA 12X12X48G,UN,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,3,precio_UN
15591,TUB MOGUL HECHIZ 12X16X15G HW,TUB MOGUL HECHIZ 12X16X15G HW,DI,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
15593,SALADIX CHEDDAR 8X6X35G,SALADIX CHEDDAR 8X6X35G,UN,UN,48,8,6,unidad,unidad,,6,,8,1,48,1,1,precio_UN
15617,MOGUL ARAÑITA 12X12X30G HW,MOGUL ARAÑITA 12X12X30G HW,DI,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
15618,MOGUL CEREBRITOS 12X12XX30G,MOGUL CEREBRITOS 12X12XX30G,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
15639,CHOCOLINAS RELLE  X 231G PROMO TAZ,CHOCOLINAS RELLE  X 231G PROMO TAZ,DI,UN,6,6,1,unidad,unidad,,,,,1,6,1,1,precio_UN
15671,ROCKETS MINI MONIA 12X44X10G,ROCKETS MINI MONIA 12X44X10G,DI,UN,528,12,44,unidad,unidad,,44,,12,1,528,1,44,precio_UN_venta_DI
1571,BOCA DANCING SURTIDO 8X50X8.5G,BOCA DANCING SURTIDO 8X50X8.5G,DI,UN,400,8,50,unidad,unidad,,50,,8,1,400,1,50,precio_UN_venta_DI
16650,COFLER DUBAI 20x45g,COFLER DUBAI 20x45g,UN,UN,160,8,20,unidad,unidad,,20,,8,20,160,1,1,precio_UN
1675,HUEVO TOYS MUNDIAL 12 * 22 GRS,HUEVO TOYS MUNDIAL 12 * 22 GRS,DI,UN,96,8,12,unidad,unidad,,12,,8,1,96,1,12,precio_UN_venta_DI
1683,GELATINA CEREZA * 100 GRS,GELATINA CEREZA * 100 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1697,GELATINA NARANJA * 100 GRS,GELATINA NARANJA * 100 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1698,GELATINA FRAMBUESA * 100 GRS,GELATINA FRAMBUESA * 100 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1699,GELATINA DURAZNO * 100 GRS,GELATINA DURAZNO * 100 GRS,DI,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1741,LAPIDA CHUPETIN OJO,LAPIDA CHUPETIN OJO,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
1745,GELATINA MANZANA * 100 GRS,GELATINA MANZANA * 100 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1747,POSTRE CHOCOLATE * 140 GRS GOD,POSTRE CHOCOLATE * 140 GRS GOD,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1781,CARAM.MAST.SURT.MISKY 10X800 G,CARAM.MAST.SURT.MISKY 10X800 G,DI,UN,2420,10,242,unidad,unidad,,242,,10,10,2420,1,242,precio_UN_venta_DI
1869,JUGO POOSH YAHOO NAR * 200 ML,JUGO POOSH YAHOO NAR * 200 ML,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
1950,HUEVO COFLER BLOCK * 25 GRS,HUEVO COFLER BLOCK * 25 GRS,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
1957,GARRAPIÑADA ALMEN. ARCOR * 80,GARRAPIÑADA ALMEN. ARCOR * 80,UN,UN,40,40,1,unidad,unidad,,,,,1,40,1,1,precio_UN
2013,CHUPETIN MR. POPS SILBAPITO *,CHUPETIN MR. POPS SILBAPITO *,DI,UN,600,12,50,unidad,unidad,,50,,12,1,600,1,50,precio_UN_venta_DI
2032,JUGO POOSH YAHOO MZA * 200 ML,JUGO POOSH YAHOO MZA * 200 ML,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
2089,JUGO POOSH YAHOO UVA * 200 ML,JUGO POOSH YAHOO UVA * 200 ML,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
2135,JUGO POOSH YAHOO DUO * 200 ML,JUGO POOSH YAHOO DUO * 200 ML,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
2137,BEBIDA POOSH YAHOO DURAZNO * 2,BEBIDA POOSH YAHOO DURAZNO * 2,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
2143,CARAMELO SURTIDOS OFERTA 6X1G.,CARAMELO SURTIDOS OFERTA 6X1G.,DI,UN,882,6,147,unidad,unidad,,147,,6,6,882,1,147,precio_UN_venta_DI
2151,FRUIT CRISTAL * 935 GRS.,FRUIT CRISTAL * 935 GRS.,DI,UN,1074,6,179,unidad,unidad,,179,,6,1,1074,1,179,precio_UN_venta_DI
2158,ATUN EN ACEITE LC * 120 GRS,ATUN EN ACEITE LC * 120 GRS,UN,UN,48,4,12,unidad,unidad,,12,,4,1,48,1,1,precio_UN
2159,ATUN AL NATURAL * 120 GRS,ATUN AL NATURAL * 120 GRS,UN,UN,48,4,12,unidad,unidad,,12,,4,1,48,1,1,precio_UN
2165,HVO.HELLO KITTY 8X12,HVO.HELLO KITTY 8X12,DI,UN,96,8,12,unidad,unidad,,12,,8,8,96,1,12,precio_UN_venta_DI
2403,TURRON MANI C/FRUTA * 280 GRS,TURRON MANI C/FRUTA * 280 GRS,UN,UN,15,15,1,unidad,unidad,,,,,1,15,1,1,precio_UN
2529,MISTER POPS FRUTAL  24X10 UN,Vainilla Valente 74g x 6 unidades,UN,UN,30,1,30,unidad,unidad,,30,,,24,30,1,1,precio_UN
2580,CEREALMIX RELL. MANZANA  6X18X32G,CEREALMIX RELL. MANZANA  6X18X32G,UN,UN,108,6,18,unidad,unidad,,18,,6,1,108,1,1,precio_UN
2582,CEREALMIX RELL. FRUTILLA  6X18X32G,CEREALMIX RELL. FRUTILLA  6X18X32G,UN,UN,108,6,18,unidad,unidad,,18,,6,1,108,1,1,precio_UN
2586,CEREAL MIX RELL.DURA 6X18X32G,CEREAL MIX RELL.DURA 6X18X32G,UN,UN,108,6,18,unidad,unidad,,18,,6,1,108,1,1,precio_UN
2624,MOGUL MORAS 6X500G,GOMAS MOGUL MORA 6X500 GRS,DI,UN,546,6,91,unidad,unidad,,91,,6,6,546,1,91,precio_UN_venta_DI
2631,MOGUL DIENTES 6X500G,DIENTES MOGUL 6X500 GRS,DI,UN,546,6,91,unidad,unidad,,91,,6,6,546,1,91,precio_UN_venta_DI
2845,VAINILLA VALENTE 148 GR,VAINILLA VALENTE 148 GR,UN,UN,30,1,30,unidad,unidad,,30,,,1,30,1,1,precio_UN
2980,BEBIDA BC NAR/MANG/MARU * 1 L,BEBIDA BC NAR/MANG/MARU * 1 L,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
2987,MINITORTA AGUILA 21X72G,Yerba Mate Natura 250gr,UN,UN,12,1,12,unidad,unidad,,12,,,21,12,1,1,precio_UN
2994,MENTHOPLUS C+ BLUEBERRY 12 UNI,MENTHOPLUS C+ BLUEBERRY 12 UNI,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
3001,BON-O-BON BLANCO * 30 UNID.,BON-O-BON BLANCO * 30 UNID.,DI,UN,360,12,30,unidad,unidad,,30,,12,1,360,1,30,precio_UN_venta_DI
3003,BON-O-BON LECHE * 18 UNID.,BON-O-BON LECHE * 18 UNID.,DI,UN,288,16,18,unidad,unidad,,18,,16,1,288,1,18,precio_UN_venta_DI
3011,HELADO CHOCOLATE GODET * 75 GR,HELADO CHOCOLATE GODET * 75 GR,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3012,HELADO VAINILLA GODET * 65 GRS,HELADO VAINILLA GODET * 65 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3013,HELADO DULCE DE LECHE GODET*65,HELADO DULCE DE LECHE GODET*65,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3014,HELADO FRUTILLA * 65 GRS,HELADO FRUTILLA * 65 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3017,MINITORTA AGUILA 3 * 72 GRS,MINITORTA AGUILA 3 * 72 GRS,DI,UN,48,16,3,unidad,unidad,,3,,16,1,48,1,3,precio_UN_venta_DI
3043,RELLENO UNTABLE B-O-B * 320 GR,RELLENO UNTABLE B-O-B * 320 GR,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3047,RELLENO UNTABLE B-O-B CHOCO *,RELLENO UNTABLE B-O-B CHOCO *,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3077,MOGUL JALEA FRUTILLA * 60 GRS,MOGUL JALEA FRUTILLA * 60 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3078,MOGUL JALEA CEREZA * 60 GRS,MOGUL JALEA CEREZA * 60 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3079,GELATINA MANZANA MOGUL * 60 GR,GELATINA MANZANA MOGUL * 60 GR,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3106,CHOC AGUILA COSTA DE MARFIL *,CHOC AGUILA COSTA DE MARFIL *,UN,UN,80,4,20,unidad,unidad,,20,,4,1,80,1,1,precio_UN
3120,TABLETA AGUILA CHOCO/LECHE * 7,TABLETA AGUILA CHOCO/LECHE * 7,UN,UN,80,8,10,unidad,unidad,,10,,8,1,80,1,1,precio_UN
3121,DOY PACK MINI *  170G,DOY PACK MINI *  170G,UN,UN,21,21,1,unidad,unidad,,,,,1,21,1,1,precio_UN
3122,ROCKLETS BOLSA * 200 GRS,ROCKLETS BOLSA * 200 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3123,ROCKLET CONF. MINI * 200 GRS,ROCKLET CONF. MINI * 200 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3132,HUEVO GODY LECHE * 20 GRS,HUEVO GODY LECHE * 20 GRS,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
3133,CHUP. MR.POP.EVOL.MADAGAS.3  2,CHUP. MR.POP.EVOL.MADAGAS.3  2,DI,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,24,precio_UN_venta_DI
3146,HUEVO BAÑO C/LECHE BARBIE * 50,HUEVO BAÑO C/LECHE BARBIE * 50,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3163,CHICLE TOPLINE CHANGE NAR/MTA,CHICLE TOPLINE CHANGE NAR/MTA,DI,UN,600,30,20,unidad,unidad,,20,,30,1,600,1,20,precio_UN_venta_DI
3165,MINITORTA CHOCO BLANCO  * 72 G,MINITORTA CHOCO BLANCO  * 72 G,UN,UN,21,21,1,unidad,unidad,,,,,1,21,1,1,precio_UN
3168,CHICLE NGTRENZ FRU.MANZ * 20 U,CHICLE NGTRENZ FRU.MANZ * 20 U,DI,UN,240,12,20,unidad,unidad,,20,,12,1,240,1,20,precio_UN_venta_DI
3196,CHICLE TOPLINE 7 D.LEMON * 16,CHICLE TOPLINE 7 D.LEMON * 16,DI,UN,576,36,16,unidad,unidad,,16,,36,1,576,1,16,precio_UN_venta_DI
3213,BARRA BON-O-BON CHOCOLATE 20 *,BARRA BON-O-BON CHOCOLATE 20 *,DI,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,20,precio_UN_venta_DI
3214,HELADO COFLER C/ALMEN 22 * 80,HELADO COFLER C/ALMEN 22 * 80,BU,UN,22,22,1,unidad,unidad,,,,,1,22,1,22,precio_UN_venta_BU
3216,HELADO COFLER DULCE 22U.X63G,HELADO COFLER DULCE 22U.X63G,BU,BU,484,22,22,unidad,unidad,,22,,22,1,484,1,484,precio_BU_como_unidad_min_bulto
3218,HELADO SLICE FRUTILLA 30 * 70,HELADO SLICE FRUTILLA 30 * 70,BU,UN,30,30,1,unidad,unidad,,,,,1,30,1,30,precio_UN_venta_BU
3230,BARRA BON-O-BON 20 * 35 GRS,BARRA BON-O-BON 20 * 35 GRS,DI,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,20,precio_UN_venta_DI
3231,BARRA COFLER EXTRA MANI  * 46,BARRA COFLER EXTRA MANI  * 46,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
3232,BARRA COFLER EXTRA COCO  * 40,BARRA COFLER EXTRA COCO  * 40,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
3233,GELATINA OSITOS MAGUL * 90 GRS,GELATINA OSITOS MAGUL * 90 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3234,JALEA BANANA MOGUL * 65 GRS,JALEA BANANA MOGUL * 65 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3235,MOGUL JALEA UVA * 60 GRS,MOGUL JALEA UVA * 60 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3237,COFLER EXTRA MANI AGR. 3 * 46G,COFLER EXTRA MANI AGR. 3 * 46G,DI,UN,96,32,3,unidad,unidad,,3,,32,1,96,1,3,precio_UN_venta_DI
3247,HUEVO B-O-B BLANCO * 20 GRS,HUEVO B-O-B BLANCO * 20 GRS,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
3249,HUEVO BON O BON LECHE * 20 GRS,HUEVO BON O BON LECHE * 20 GRS,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
3633,HVITO BOB DISP.8X60UX7.8GR,HVITO BOB DISP.8X60UX7.8GR,DI,UN,480,8,60,unidad,unidad,,60,,8,1,480,1,60,precio_UN_venta_DI
3746,SALADIX DUO ESTUCHE 24X80G,SALADIX DUO 24X80G,UN,UN,24,4,6,unidad,unidad,,6,,4,24,24,1,1,precio_UN
3747,SALADIX DUO JAMON/QUESO 8X6X25G,SALADIX DUO JAMON/QUESO 8X6X25G,UN,UN,48,8,6,unidad,unidad,,6,,8,1,48,1,6,precio_UN
3785,CEREAL MIX CEREAL 32X6X23G,CEREAL MIX CEREAL 32X6X23G,DI,UN,192,32,6,unidad,unidad,,6,,32,1,192,1,6,precio_UN_venta_DI
3788,CEREAL MIX PALCER CHOC. 6 * 23,CEREAL MIX PALCER CHOC. 6 * 23,DI,UN,192,32,6,unidad,unidad,,6,,32,1,192,1,6,precio_UN_venta_DI
3791,CEREALMIX MANZ.LIGHT 32X6X23G,CEREALMIX MANZ.LIGHT 32X6X23G,DI,UN,192,32,6,unidad,unidad,,6,,32,1,192,1,6,precio_UN_venta_DI
3794,CEREAL MIX LIGHT DURAZNO 20 *,CEREAL MIX LIGHT DURAZNO 20 *,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
3795,CEREAL MIX LIGHT DURAZNO 3 * 2,CEREAL MIX LIGHT DURAZNO 3 * 2,DI,UN,96,32,3,unidad,unidad,,3,,32,1,96,1,3,precio_UN_venta_DI
3817,BIZCOCHOS DE GRASA * 200 GRS,BIZCOCHOS DE GRASA * 200 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3818,GALL. MINI SCONES * 200 GRS,GALL. MINI SCONES * 200 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3837,GALL. SER SALVADO 3 * 145 GRS,GALL. SER SALVADO 3 * 145 GRS,DI,UN,30,10,3,unidad,unidad,,3,,10,1,30,1,3,precio_UN_venta_DI
3843,BARRA CEREAL MIX CAP,BARRA CEREAL MIX CAP,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
3847,ESPANTOZOMBIES HALLO,ESPANTOZOMBIES HALLO,UN,UN,16,16,1,unidad,unidad,,,,,1,16,1,1,precio_UN
3855,CHICLE CONF. SANDIA TOPLINE 12 * 12 UNID.,CHICLE CONF. SANDIA TOPLINE 12 * 12 UNID.,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
3857,BIZCOCHOS AZUCARADOS * 200 GRS,BIZCOCHOS AZUCARADOS * 200 GRS,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
3871,SALADIX JAMON 8X6X30G,SALADIX JAMON 8X6X30G,UN,UN,48,8,6,unidad,unidad,,6,,8,1,48,1,1,precio_UN
